Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Геолог,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Республиканское государственное учреждение ""Западно-Казахстанский межрегиональный департамент геологии Комитета геологии Министерства экологии, геологии и природных ресурсов Республики Казахстан ""Запказнедра""",Вакансия опубликована 02.03.2023,Адреса нет,полный день,Проектная работа,Планирование работы геологической организации;,https://enbek.kz/ru/vacancy/geolog~2963229,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ДАНА,Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2960949,Первое рабочее место,Финансы
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Управление координации занятости и социальных программ Атырауской области""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Анализ и постановка задачи для разработки дизайна ПО;,https://enbek.kz/ru/vacancy/it-dizainer~2966692,Молодежная практика,IT
Оценщик,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Альянс Лидер""",Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Изучение спроса и предложений на рынке недвижимости;,https://enbek.kz/ru/vacancy/ocenshchik~2965218,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,Частный Нотариус Беккалиев Жубанышкерей Калимович,Вакансия опубликована 01.03.2023,Адреса нет,полный день,Проектная работа,Контроль соблюдения законодательных актов;,https://enbek.kz/ru/vacancy/yurist~2959415,Молодежная практика,Юриспруденция
Системный администратор,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""West Dala"" ""Вест Дала""",Вакансия опубликована 28.02.2023,Адреса нет,полный день,Проектная работа,Техническая поддержка сетевого оборудования организации;,https://enbek.kz/ru/vacancy/sistemnyi-administrator~2949057,Молодежная практика,IT
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Галактика,Вакансия опубликована 27.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2944787,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП DARA,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2949664,Молодежная практика,
Учитель физической культуры и спорта,Культура и спорт,от 103 500 тенге,ИП DARA,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2949665,Молодежная практика,
Детский психолог,Образование и воспитание,от 103 500 тенге,ИП DARA,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Характеристика структуры формирующегося психического дефекта в процессуальном заболевании;,https://enbek.kz/ru/vacancy/detskii-psikholog~2949666,Молодежная практика,
Учитель физической культуры и спорта,Культура и спорт,от 103 500 тенге,ИП DARA,Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Оценка физического состояния учащихся;,https://enbek.kz/ru/vacancy/uchitel-fizicheskoi-kultury-i-sporta~2949667,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""KAISAR""",Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Математический анализ;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2949346,Молодежная практика,
Сварщик,Производство,от 103 500 тенге,"ИП ""Аманкелді""",Вакансия опубликована 24.02.2023,Адреса нет,полный день,Проектная работа,Ручная дуговая сварка неплавящимся электродом в среде защитных газов;,https://enbek.kz/ru/vacancy/svarshchik~2942251,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Нургасыр,Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2940848,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Ғажап-Нұр Сервис,Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2940867,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Алмуратқызы Динара,Вакансия опубликована 23.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2940953,Молодежная практика,Финансы
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырауское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""",Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2936431,Молодежная практика,Финансы
Ассистент стоматолога,Медицина и фармацевтика,от 103 500 тенге,ИП MUNAR,Вакансия опубликована 22.02.2023,Адреса нет,полный день,Проектная работа,"Лечение травм зубов, повреждений мягких тканей лица и полости рта;",https://enbek.kz/ru/vacancy/assistent-stomatologa~2937275,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Утегенова,Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2932358,Молодежная практика,
Инженер-технолог (общий профиль),Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""West Dala"" ""Вест Дала""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Организационно-технические мероприятия и ведение записей;,https://enbek.kz/ru/vacancy/inzhener-tekhnolog-(obshchii-profil)~2934087,Молодежная практика,Сервисное обслуживание/производство
Инженер-эколог,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""West Dala"" ""Вест Дала""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,"Проведение лекций, бесед, выступлений в организациях по экологической тематике;",https://enbek.kz/ru/vacancy/inzhener-ekolog~2934088,Молодежная практика,Сервисное обслуживание/производство
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""West Dala"" ""Вест Дала""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yuriskonsult~2934089,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""West Dala"" ""Вест Дала""",Вакансия опубликована 21.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2934090,Молодежная практика,Финансы
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Arena S"" (Арена S)",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Бюджетное планирование;,https://enbek.kz/ru/vacancy/ekonomist~2927995,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Arena S"" (Арена S)",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,"Исправление неисправностей компьютеров, периферийного оборудования и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~2927996,Молодежная практика,IT
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Arena S"" (Арена S)",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yuriskonsult~2927997,Молодежная практика,Юриспруденция
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Arena S"" (Арена S)",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2928002,Первое рабочее место,Менеджмент
Техник-электрик,Производство,от 103 500 тенге,"ИП ""Аманкелді""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,"ТО, замена приборов и измерение электрических параметров;",https://enbek.kz/ru/vacancy/tekhnik-elektrik~2930885,Молодежная практика,Сервисное обслуживание/производство
Автомеханик,Производство,от 103 500 тенге,"ИП ""Аманкелді""",Вакансия опубликована 20.02.2023,Адреса нет,полный день,Проектная работа,Ремонт и замена частей автомобиля;,https://enbek.kz/ru/vacancy/avtomekhanik~2930891,Первое рабочее место,Сервисное обслуживание/производство
Швея,Производство,от 103 500 тенге,"ИП ""КАЛИЕВА Э.К""",Вакансия опубликована 17.02.2023,Адреса нет,полный день,Проектная работа,Подготовка эскизов и лекал;,https://enbek.kz/ru/vacancy/shveya~2926169,Первое рабочее место,Сервисное обслуживание/производство
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП DARA,Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~2932163,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"ИП ""Ермуханова""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2931957,Молодежная практика,Юриспруденция
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Алмас Семсер""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,Составление дефектных ведомостей;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2923304,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Алмас Семсер""",Вакансия опубликована 16.02.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2923305,Молодежная практика,Юриспруденция
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"Государственное учреждение ""Атырауский городской отдел занятости, социальных программ и регистрации актов гражданского состояния""",Вакансия опубликована 15.02.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~2930948,Первое рабочее место,Менеджмент
Инженер инфраструктуры информационных технологий,IT и телекоммуникации,от 103 500 тенге,"ИП ""Амангалиева""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/inzhener-infrastruktury-informacionnykh-tekhnologii~2927823,Первое рабочее место,IT
Администратор информационных систем,IT и телекоммуникации,от 103 500 тенге,"ИП ""Амангалиева""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Монтаж и настройка систем видеонаблюдения, СКУД организации;",https://enbek.kz/ru/vacancy/administrator-informacionnykh-sistem~2927824,Первое рабочее место,IT
Инженер-энергетик,Энергетика,от 103 500 тенге,"ИП ""МАТИНЭНЕРГО""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение исследований в отрасли;,https://enbek.kz/ru/vacancy/inzhener-energetik~2927499,Молодежная практика,Сервисное обслуживание/производство
Техник-электрик,Энергетика,от 103 500 тенге,"ИП ""МАТИНЭНЕРГО""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Монтаж, сборка и регулировка электрооборудования;",https://enbek.kz/ru/vacancy/tekhnik-elektrik~2927500,Молодежная практика,Сервисное обслуживание/производство
Документовед,HR и секретариат,от 103 500 тенге,"ИП ""МАТИНЭНЕРГО""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оформление документации;,https://enbek.kz/ru/vacancy/dokumentoved~2927494,Первое рабочее место,Менеджмент
Техник-электрик,Энергетика,от 103 500 тенге,"ИП ""МАТИНЭНЕРГО""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Монтаж, сборка и регулировка электрооборудования;",https://enbek.kz/ru/vacancy/tekhnik-elektrik~2927493,Первое рабочее место,Сервисное обслуживание/производство
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2927137,Первое рабочее место,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2927142,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2927147,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2927148,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2927149,Молодежная практика,
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2927150,Молодежная практика,Медицина
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2927151,Молодежная практика,
Учитель иностранного языка начального образования,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka-nachalnogo-obrazovaniya~2927157,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2927158,Молодежная практика,
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~2927159,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Галактика 2020""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2927160,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП ""Сапарова А.Б.""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Математический анализ;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2926954,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"ИП ""Сапарова А.Б.""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2926955,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""Сапарова А.Б.""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2926956,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"ИП ""Султан""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2916365,Первое рабочее место,Менеджмент
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Султан""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/marketolog~2916377,Молодежная практика,Журналистика
Помощник юриста,Юриспруденция,от 103 500 тенге,"ИП ""Султан""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2916378,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"ИП ""Султан""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2916379,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""BNB EXPERT""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2916794,Молодежная практика,Юриспруденция
Инженер по землеустройству,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""BNB EXPERT""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Сопровождение систем по кадастру и ГИС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2916795,Молодежная практика,Строительство и архитектура
Геодезист,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""BNB EXPERT""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Камеральная обработка материалов инженерно -геодезических и -гидрографических работ;,https://enbek.kz/ru/vacancy/geodezist~2916796,Молодежная практика,Строительство и архитектура
Воспитатель,Образование и воспитание,от 103 500 тенге,"ИП ""КАРАТАЕВА Р М""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2917642,Первое рабочее место,
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Қоғамдық келісім"" Управления внутренней политики Атырауской области",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2917670,Молодежная практика,Финансы
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,ИП SERPIN,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~2917711,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,ИП SERPIN,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Определение  четких  целей  уроков;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2917722,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Сауат 3050,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2918257,Молодежная практика,
Швея,Производство,от 103 500 тенге,"ИП ""ШИРИН""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Работы по пошиву изделий по индивидуальным заказам;,https://enbek.kz/ru/vacancy/shveya~2923920,Молодежная практика,Сервисное обслуживание/производство
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Тауфихты ғұмыр,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/vospitatel~2923042,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 103 500 тенге,ИП Тауфихты ғұмыр,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Чтение детям книг или рассказывание историй;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2923041,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""Service Techno""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter~2912316,Молодежная практика,Финансы
Монтажник технологического оборудования и связанных с ним конструкций,Производство,от 103 500 тенге,"ИП ""Нұрмашева  А.С.""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,"Проведение работ по монтажу, установке оборудования;",https://enbek.kz/ru/vacancy/montazhnik-tekhnologicheskogo-oborudovaniya-i-svyazannykh-s-nim-konstrukcii~2912329,Первое рабочее место,Сервисное обслуживание/производство
Инженер пожарно-охранной сигнализации,Энергетика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ABM Smart Group""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Моделирование систем охранной и пожарной сигнализации;,https://enbek.kz/ru/vacancy/inzhener-pozharno-okhrannoi-signalizacii~2912351,Первое рабочее место,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент государственных доходов по Атырауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2913246,Молодежная практика,Юриспруденция
Программист 1С,IT и телекоммуникации,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент государственных доходов по Атырауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-1s~2913247,Молодежная практика,IT
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент государственных доходов по Атырауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2913248,Молодежная практика,Финансы
Швея,Производство,от 103 500 тенге,ИП Бисенова,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/shveya~2913993,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""ILANA""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2913997,Первое рабочее место,Финансы
Дизайнер по одежде,Производство,от 103 500 тенге,"ЖЕКЕ КӘСІПКЕР ""РАЙЯН""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Изготовление лекал;,https://enbek.kz/ru/vacancy/dizainer-po-odezhde~2914057,Первое рабочее место,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ЖЕКЕ КӘСІПКЕР ""РАЙЯН""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2914058,Первое рабочее место,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Атырау Констракшн Сервисез Лтд""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2914179,Первое рабочее место,Менеджмент
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ИНВИТРО-Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,"взятие биоматериала пациентов (кровь из вены, пальца, мазки); хранение и подготовка к транспортировке биоматериала; соблюдение санэпидрежима, правил асептики и антисептики; сервисное поведение.;",https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2915059,Молодежная практика,Медицина
Эколог,Наука и консалтинг,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент экологии по Атырауской области Комитета экологического регулирования и контроля Министерства экологии, геологии и природных ресурсов Республики Казахстан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/ekolog~2915330,Молодежная практика,Наука
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""Turumgaliyev""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2915574,Первое рабочее место,Финансы
Воспитатель,Образование и воспитание,от 103 500 тенге,"ИП Развивающий центр ""Алмуня""",Вакансия опубликована 12.02.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/vospitatel~2913906,Первое рабочее место,
Медицинская(ий) сестра/брат общей практики,Медицина и фармацевтика,от 103 500 тенге,"ИП Развивающий центр ""Алмуня""",Вакансия опубликована 12.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-obshchei-praktiki~2913969,Молодежная практика,Медицина
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"ИП Развивающий центр ""Алмуня""",Вакансия опубликована 12.02.2023,Адреса нет,полный день,Проектная работа,Адаптация к изменяющейся ситуации;,https://enbek.kz/ru/vacancy/logoped-defektolog~2913963,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,Коммунальное государственное казенное предприятие «Ясли-сад №11 «Таңшолпан» отдела образования города Атырау Управления образования Атырауской области»,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2920329,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ОРДА Султан""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2916315,Первое рабочее место,
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Комитета труда и социальной защиты Министерства труда и социальной защиты населения Республики Казахстан по Атырауской области""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2921243,Молодежная практика,Финансы
