Должность,professionalroleid,Зарплата,Опыт,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка
Менеджер по взысканию задолженности,40,от 250 000 до 350 000 KZT на руки,не требуется,ТОО Коллекторское агентство Национальная служба взыскания,Вакансия опубликована 23 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",Грамотная речь;Консультирование;Точность и внимательность к деталям;Навыки работы с возражениями;Казахский язык;Русский язык;Работа в команде;Пользователь ПК;Деловое общение;Ведение переговоров;Телефонные переговоры;Internet;,https://almaty.hh.kz/vacancy/80580803
Медицинский представитель,65,от 180 000 до 500 000 KZT на руки,не требуется,ТОО Новатор Фарма,Вакансия опубликована 9 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",Навыки продаж;Коммуникативные навыки;Навыки презентации;Работа в команде;Стрессоустойчивость;,https://almaty.hh.kz/vacancy/80201401
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,не требуется,Skyeng,Вакансия опубликована 10 мая 2023 в Таразе,Алматы,удаленная работа,"Частичная занятость, удаленная работа",Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255596
Медицинский представитель,65,от 180 000 KZT на руки,не требуется,ТОО Vitaman (Витамэн),Вакансия опубликована 26 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/79812691
Специалист по работе с клиентами,120,от 100 000 до 300 000 KZT на руки,не требуется,ТОО КОЛЛЕКТОРСКОЕ АГЕНТСТВО ЭКС,Вакансия опубликована 27 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",Взыскание задолженности;Телефонные переговоры;Ведение переговоров;Грамотная речь;MS CRM;Пользователь ПК;Работа с проблемными активами;Деловое общение;Работа в команде;,https://almaty.hh.kz/vacancy/80624674
Инспектор по взысканию задолженности,40,от 300 000 до 350 000 KZT на руки,не требуется,ТОО Коллекторское агентство Национальная служба взыскания,Вакансия опубликована 26 мая 2023 в Таразе,"Тараз, улица Желтоксан, 73",полный день,"Полная занятость, полный день",Кредиторская задолженность;Кредитные договоры;Грамотная речь;Работа в команде;Консультирование клиентов;работа с физическими лицами;Грамотность;Ориентация на результат;Консультирование;Консультирование клиентов по телефону;Способность быстро обучаться;,https://almaty.hh.kz/vacancy/74178456
Специалист отдела досудебного взыскания,120,от 100 000 до 250 000 KZT на руки,не требуется,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 11 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",Английский язык;Обучение и развитие;Работа в команде;Мотивация;Управление временем;,https://almaty.hh.kz/vacancy/80271989
Менеджер по работе с клиентами,40,от 100 000 до 170 000 KZT на руки,не требуется,ТОО КОЛЛЕКТОРСКОЕ АГЕНТСТВО ЭКС,Вакансия опубликована 28 мая 2023 в Таразе,Жамбылская область,полный день,"Полная занятость, полный день",Взыскание задолженности;Телефонные переговоры;Ведение переговоров;Грамотная речь;MS CRM;Пользователь ПК;Работа с проблемными активами;Деловое общение;Работа в команде;Казахский — B2 — Средне-продвинутый;Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80228835
Аналитик,10,до 260 000 KZT до вычета налогов,не требуется,ТОО Dizzy,Вакансия опубликована 12 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",Пользователь ПК;Деловое общение;Работа с большим объемом информации;Управление документооборотом;1C: Предприятие;Работать в команде;планировать и оптимально организовать рабочий процесс;MS Excel;,https://almaty.hh.kz/vacancy/80328754
Бухгалтер налогового учета,18,от 150 000 до 150 000 KZT до вычета налогов,не требуется,ТОО Improve SVC,Вакансия опубликована 18 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80666567
Пекарь,94,от 180 000 до 250 000 KZT на руки,не требуется,ТОО ATRAK,Вакансия опубликована 10 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",E9,https://almaty.hh.kz/vacancy/80207143
Архивариус,33,от 250 000 до 325 000 KZT на руки,не требуется,ИП Нұрдос,Вакансия опубликована 26 мая 2023 в Таразе,Тараз,полный день,"Полная занятость, полный день",Знание ПК;,https://almaty.hh.kz/vacancy/81084597
Ипотечный брокер,154,от 200 000 до 1 500 000 KZT на руки,не требуется,ИП Finance Holding,Вакансия опубликована 25 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день","Работа в команде;Работа с клиентами;Консультация клиентов;Работа с банками;Умение общаться с клиентами;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/81026462
Специалист Ресепшен,140,от 100 000 до 120 000 KZT на руки,не требуется,Luxury palace,Вакансия опубликована 2 мая 2023 в Таразе,"Тараз, улица Жансугурова, 1/2",сменный график,"Полная занятость, сменный график",E9,https://almaty.hh.kz/vacancy/80003970
Консультант/окулист в оптику,40,от 130 000 до 230 000 KZT на руки,не требуется,ИП Беркас,Вакансия опубликована 2 мая 2023 в Таразе,Алматы,полный день,"Полная занятость, полный день",Грамотная речь;Навыки продаж;Активные продажи;Консультирование клиентов;Консультирование;,https://almaty.hh.kz/vacancy/80004636
1С Cпециалист,18,от 150 000 до 150 000 KZT до вычета налогов,не требуется,ТОО Азия Сервис-Тараз,Вакансия опубликована 12 мая 2023 в Таразе,"Тараз, улица Сулейменова, 7А",полный день,"Полная занятость, полный день","Умение работать в коллективе;Знание 1С;способность анализировать проблемы, эффективно искать пути их разрешения;1C: Предприятие;Способность быстро обучаться;",https://almaty.hh.kz/vacancy/79702267
