Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80298742,,
Mechanical Work Pack Preparator,40,з/п не указана,"Сичим С.п.А Казахстан, Филиал",Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,MS PowerPoint;Time management;Quality Control;Quality Management;,https://almaty.hh.kz/vacancy/81199485,,
QC Assistant/Welding Inspector (not qualified),40,з/п не указана,ТОО Air Energi Caspian LLP trading as Airswift,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Welder;Welding;Quality Control;English;,https://almaty.hh.kz/vacancy/81203783,,
Электромонтажник/монтажник,143,от 395 000 до 620 000 KZT на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 29 мая 2023 в Атырау,"Екатеринбург, Геологическая, Площадь 1905 года, Чкаловская, улица Начдива Васильева, 3А",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/77752420,,Сервисное обслуживание/производство
Translator (+ admin ),93,з/п не указана,ТОО B.W.Kazakhstan,Вакансия опубликована 24 мая 2023 в Атырау,Алматы,полный день,Полная занятость,"Пользователь ПК;Грамотная речь;Английский язык;Письменный перевод;MS Outlook;Technical Translation;Fluent English;Administrating Skills;Editing;Правильно расставлять приоритеты;Казахский язык;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80926831,,
Администратор салона красоты,8,от 140 000 до 250 000 KZT на руки,ИП ZMG.KZ,Вакансия опубликована 26 мая 2023 в Атырау,"Атырау, улица Шокана Валиханова, 23А",полный день,Полная занятость,Активные продажи;Управление продажами;Поиск и привлечение клиентов;MS PowerPoint;Пользователь ПК;Работа в команде;Обучение персонала;Телефонные переговоры;Мотивация персонала;Руководство коллективом;Деловая коммуникация;Деловое общение;Прямые продажи;Планирование продаж;Навыки продаж;Подбор персонала;Навыки презентации;Деловая переписка;Составление договоров;Креативность;Исполнение личных поручений руководителя;Организация корпоративных мероприятий;Прием и распределение звонков;Организация работы приемной;1С: Салон красоты;Работа с кассой;Работа с жалобами клиентов;Многозадачность;Деловой этикет;Грамотная речь;,https://almaty.hh.kz/vacancy/81075960,,
Визитный мерчандайзер (подработка),77,до 26 000 KZT на руки,ТОО БТЛ МЫ (Планограмма),Вакансия опубликована 12 мая 2023 в Атырау,Алматы,гибкий график,Частичная занятость,Мерчендайзинг;Мерчандайзинг;Мобильный мерчандайзинг;Работа с магазинами эконом-класса;Работа с федеральными сетями;Блочная выкладка товара;Выкладка товаров;Линейная выкладка товара;Ведение отчетности;Локальные сети;Русский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80335428,,
Мерчендайзер КА,77,до 265 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Работа в команде;Деловое общение;Навыки составления отчетности;,https://almaty.hh.kz/vacancy/81093377,,
SMM-менеджер,3,от 80 000 до 100 000 KZT на руки,ТОО PROFF TIME,Вакансия опубликована 10 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80225328,,Менеджмент
Практикант в отдел кадров,40,з/п не указана,ТОО Bolashak Atyrau,Вакансия опубликована 16 мая 2023 в Атырау,Алматы,полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/80479809,,
Рекрутер / менеджер по подбору персонала,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,Подбор персонала;Рекрутмент;,https://almaty.hh.kz/vacancy/81024374,,Менеджмент
Администратор ресепшен,8,до 140 000 KZT на руки,ТОО Reikartz Hotel Group (РХМ Казахстан),Вакансия опубликована 28 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81036788,,
Администратор,8,от 150 000 до 150 000 KZT до вычета налогов,ИП Flatro,Вакансия опубликована 12 мая 2023 в Атырау,Алматы,сменный график,Полная занятость,Пользователь ПК;Грамотная речь;Английский язык;Работа с клиентами;Прием посетителей;Поиск информации в интернет;исполнение поручений руководителя;Работа в условиях многозадачности;Английский — A2 — Элементарный;,https://almaty.hh.kz/vacancy/79203660,,
Рекрутер / менеджер по подбору персонала,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,Подбор персонала;Рекрутмент;,https://almaty.hh.kz/vacancy/81012719,,Менеджмент
Помощник юриста,145,от 35 000 руб. на руки,BY business group,Вакансия опубликована 28 мая 2023 в Атырау,"Атырау, проспект Мухтара Ауэзова, 58",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81188159,,
Кухонный работник,40,от 160 000 до 160 000 KZT на руки,ТОО ЮСС Супорт Сервисез,Вакансия опубликована 3 мая 2023 в Атырау,Жылыойский район,полный день,Полная занятость,Пользователь ПК;Работа в команде;Общественное питание;Управление производством;,https://almaty.hh.kz/vacancy/80019358,,
Тайный покупатель ( подработка ),40,до 70 000 KZT на руки,ООО 4Service Holdings GmbH,Вакансия опубликована 18 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80655765,,
Менеджер по ценообразованию (можно без опыта),40,до 150 000 KZT до вычета налогов,ТОО Идеал Трейд Маркет,Вакансия опубликована 25 мая 2023 в Атырау,Алматы,полный день,Полная занятость,MS PowerPoint;Работа с большим объемом информации;Ценообразование;,https://almaty.hh.kz/vacancy/80413713,,
Администратор офиса,8,от 100 000 до 160 000 KZT до вычета налогов,ИП Алимгалиева Г.Т.,Вакансия опубликована 2 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79966775,,
Специалист по тендерам,119,з/п не указана,ТОО Сервисный центр КазТурбоРемонт,Вакансия опубликована 18 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80627628,,Менеджмент
Консультант в Центральное ЦБО,40,з/п не указана,АО Jusan Bank,Вакансия опубликована 23 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Ориентация на клиента;Планирование карьеры;Оценка потребностей клиентов;Творческое мышление;Способность быстро обучаться;Умение работать с клиентами;Способность работать с документами;Умение быстро усваивать новую информацию;,https://almaty.hh.kz/vacancy/79854691,,
Piping engineer,40,з/п не указана,ТОО Tenaz Management,Вакансия опубликована 5 мая 2023 в Атырау,"Атырау, проспект Азаттык, 2",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80132812,,
Директор филиала МО,137,от 250 000 до 350 000 KZT до вычета налогов,ТОО МФО LFTech (ТМ Деньги Маркет),Вакансия опубликована 2 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79987129,,Финансы
"Администратор ресепшен (со знанием английского языка), п. Тенгиз",40,з/п не указана,ТОО Caspian Offshore Construction Realty,Вакансия опубликована 18 мая 2023 в Атырау,Алматы,Вахтовый метод,Полная занятость,E9,https://almaty.hh.kz/vacancy/80657305,,
Хостес,140,от 100 000 KZT до вычета налогов,ТОО Компания CP Hotels Atyrau,Вакансия опубликована 6 мая 2023 в Атырау,"Атырау, улица Сатпаева, 15б",полный день,Полная занятость,Навыки межличностного общения;Грамотность;Стандарты гостеприимства;Английский язык;Работа в команде;,https://almaty.hh.kz/vacancy/78970967,,
Мерчендайзер на канал А в г. Атырау,40,от 170 000 KZT на руки,ТОО RG Brands Kazakhstan,Вакансия опубликована 16 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Мерчандайзинг;Выкладка товаров;,https://almaty.hh.kz/vacancy/80502465,,
Торговый представитель,129,от 300 000 до 350 000 KZT до вычета налогов,ИП Кучменко И.А.,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Работа в команде;Грамотная речь;Способность обучать других;Торговля;Хорошая память;Опрятность;,https://almaty.hh.kz/vacancy/80187125,,
Кредитный менеджер (г. Атырау),40,от 120 000 до 150 000 KZT до вычета налогов,ТОО МФО Экспресс займ,Вакансия опубликована 12 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80332366,,
Территориальный агент Beeline,40,от 100 000 до 250 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/76496024,,
Консультант,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 26 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Деловая этика;Навыки работы с возражениями;работа с физическими лицами;Ориентация на результат;Организационные навыки;Грамотная речь;Грамотность;Русский язык;Казахский язык;Высокая энергичность и инициативность;Умение организовывать работу;Умение находить общий язык;,https://almaty.hh.kz/vacancy/78684082,,
Инженер по обслуживанию медицинской техники,111,до 300 000 KZT до вычета налогов,ТОО TeDeCo,Вакансия опубликована 1 мая 2023 в Атырау,"Атырау, микрорайон Нурсая, 73/2",полный день,Полная занятость,Умение работать в команде;Стремление к профессиональному росту;Работа с компьютером;Грамотная устная речь;Русский — C1 — Продвинутый;Казахский — A1 — Начальный;,https://almaty.hh.kz/vacancy/79955966,,Сервисное обслуживание/производство
Ассистент менеджера,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 17 мая 2023 в Атырау,Алматы,полный день,Полная занятость,"Пользователь ПК;Составление договоров;Точность и внимательность к деталям;Деловая переписка;Работа с документами длительного хранения;Высшее образование;Умение работать в условиях многозадачности;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80587487,,
Эксперт-оценщик,40,от 160 000 до 160 000 KZT на руки,ТОО М-Ломбард,Вакансия опубликована 10 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Работа в команде;Грамотная речь;Обучение персонала;Ориентация на результат;Умение работать в команде;,https://almaty.hh.kz/vacancy/78649652,,
Proposal Administrator,40,з/п не указана,"Сичим С.п.А Казахстан, Филиал",Вакансия опубликована 24 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79408870,,
Администратор торгового зала,8,от 140 000 KZT на руки,ТОО Урал-Кров-Авто Плюс,Вакансия опубликована 15 мая 2023 в Атырау,"Атырау, улица Сырыма Датова, 106",полный день,Полная занятость,Грамотная речь;Работа в команде;CRM;Клиентоориентированность;Грамотность;Активные продажи;Навыки продаж;Деловая коммуникация;Мобильность;Продажи физическим лицам;Ведение клиентской базы;Развитие продаж;Обучение и развитие;Демонстрация автомобилей;Организаторские навыки;,https://almaty.hh.kz/vacancy/78807414,,
Координатор тайных покупателей,40,от 80 000 до 200 000 KZT на руки,ООО 4Service Holdings GmbH,Вакансия опубликована 18 мая 2023 в Атырау,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/80657167,,
Техничка/уборщик,40,з/п не указана,ТОО ФЕНИКС ИНТЕРНЕШНЛ РЕСОРСИЗ КАСПИАН,Вакансия опубликована 25 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81043480,,
Менеджер по закупкам,66,з/п не указана,ТОО Идеал Трейд Маркет,Вакансия опубликована 24 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80862457,,Менеджмент
Представитель по обслуживанию торговых аппаратов (подработка),129,з/п не указана,ТОО Торговая Компания Сатурн,Вакансия опубликована 18 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80630132,,
Инженер-электрик/инженер-механик,40,з/п не указана,ТОО Алпром,Вакансия опубликована 12 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80341308,,
Ведущий специалист Направления посткредитного обслуживания Дирекции малого бизнеса,40,з/п не указана,АО Банк ЦентрКредит,Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Пользователь ПК;Экономика;Анализ инвестиционных проектов;Внутренний финансовый аудит;,https://almaty.hh.kz/vacancy/80834327,,
Удаленный сотрудник по работе с клиентами,40,от 100 000 до 160 000 KZT до вычета налогов,ТОО Oktrening,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,удаленная работа,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Деловое общение;,https://almaty.hh.kz/vacancy/79196854,,
Оператор отдела оперативного учета,84,з/п не указана,ТОО Идеал Трейд Маркет,Вакансия опубликована 25 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80413194,,IT
Менеджер Отдела платежных карточек,137,з/п не указана,"Bank RBK, АО",Вакансия опубликована 18 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80624959,,Финансы
"Тренер тренажерного зала,Инструктор Групповых Программ,Детского клуба,Водных Программ!",138,от 150 000 до 350 000 KZT до вычета налогов,"ТОО World-Class, ТМ",Вакансия опубликована 29 мая 2023 в Атырау,"Атырау, улица Бактыгерея Кулманова, 144",полный день,Полная занятость,Работа в команде;Грамотная речь;Навыки продаж;Обучение и развитие;Фитнес;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/79993213,,
"Менеджер-Оценщик (Ломбард / МФО, район Индер)",137,от 180 000 до 200 000 KZT до вычета налогов,ТОО МФО LFTech (ТМ Деньги Маркет),Вакансия опубликована 11 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Работа в команде;Деловое общение;Обучение и развитие;Ориентация на результат;,https://almaty.hh.kz/vacancy/80275400,,Финансы
Выездной кассир кассы пересчета,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 26 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78960268,,
Ведущий инженер,40,з/п не указана,АО Народный банк Казахстана,Вакансия опубликована 11 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Умение работать в команде;Техническая документация;Аналитические способности;Аварийно-восстановительные работы;,https://almaty.hh.kz/vacancy/80280923,,
Пекарь,94,от 137 000 KZT до вычета налогов,ТОО Идеал Трейд Маркет,Вакансия опубликована 26 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Организация рабочего процесса;Работа в команде;,https://almaty.hh.kz/vacancy/81106875,,
"IT-наставник для детей по разработке игр (Minecraft, Roblox)",96,до 80 000 руб. на руки,Skyeng,Вакансия опубликована 10 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,Разработка компьютерных Игр;Minecraft;Roblox;Программирование для детей;Преподаватель;Преподавание;Обучение;,https://almaty.hh.kz/vacancy/80255600,,IT
Мануальный терапевт/реабилитолог/остеопат,24,от 600 000 до 700 000 KZT на руки,ТОО Skolioz.kz,Вакансия опубликована 29 мая 2023 в Атырау,"Атырау, улица Адмирал Льва Владимирского, 100Е",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79967405,,Медицина
Повар-продавец по приготовлению блинов (Блинщица),94,от 120 000 до 130 000 KZT на руки,ТОО Торговый Дом Ярмарка,Вакансия опубликована 26 мая 2023 в Атырау,"Атырау, проспект Азаттык, 113",полный день,Полная занятость,Пользователь ПК;,https://almaty.hh.kz/vacancy/71998634,,
Промоутер-консультант/Хостес (табачный бренд),140,от 144 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/80684046,,
Оператор 1С,84,от 140 000 KZT на руки,ТОО Торговый Дом Ярмарка,Вакансия опубликована 26 мая 2023 в Атырау,"Атырау, проспект Азаттык, 113",полный день,Полная занятость,Пользователь ПК;Работа с большим объемом информации;Работа с документами;Internet;Поиск информации в интернет;,https://almaty.hh.kz/vacancy/69265079,,IT
Промоутер-консультант/Хостес (табачный бренд),140,от 144 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/80683988,,
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Атырау,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239868,,
Медицинский представитель,65,з/п не указана,Solgar,Вакансия опубликована 27 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Водительское удостоверение категории B;Работа в команде;Организаторские навыки;Ориентация на результат;Обучение и развитие;,https://almaty.hh.kz/vacancy/80409419,,Медицина
Водитель с Личным грузовым автомобилем / Специалист по торговому оборудованию,162,от 250 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Ремонтные работы;Электротехнические работы;Электрика;Умение управлять временем;Готовность к командировкам;Монтаж оборудования;Техническое обслуживание;Водительское удостоверение категории BC;Выездное обслуживание;Личный автомобиль;Работа в условиях многозадачности;Наличие автомобиля;Умение работать в условиях многозадачности;Технический склад ума;Умение добиваться поставленных целей;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/80891614,,Сервисное обслуживание/производство
Электрогазосварщик,109,от 80 000 руб. на руки,ЗАО ЭнергоСтрой,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,Вахтовый метод,Полная занятость,Сварочные работы;Способность приспосабливаться к условиям;Электроэнергетика;,https://almaty.hh.kz/vacancy/78247811,,Сервисное обслуживание/производство
Intern/Consultant - Fraud Investigation Group (Forensic) - Financial Advisory Department,16,з/п не указана,"Deloitte, Caspian Region",Вакансия опубликована 15 мая 2023 в Атырау,Алматы,полный день,Стажировка,Английский язык;MS PowerPoint;Forensic;,https://almaty.hh.kz/vacancy/80411015,,Финансы
Оператор call-центра/специалист отдела по работе с клиентами,39,от 130 000 до 230 000 KZT на руки,ИП Поликанов Р.Е.,Вакансия опубликована 29 мая 2023 в Атырау,"Атырау, проспект Исатая Тайманова, 108",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80393164,,
Медицинская сестра/медицинский брат,64,от 150 000 до 200 000 KZT до вычета налогов,ТОО Nephrolife,Вакансия опубликована 3 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Навыки межличностного общения;Медицинская документация;,https://almaty.hh.kz/vacancy/80034281,,Медицина
Специалист по сбору информации,10,от 80 000 до 130 000 KZT на руки,ТОО 2GIS-Atyrau,Вакансия опубликована 29 мая 2023 в Атырау,Алматы,полный день,Полная занятость,Грамотная речь;Поиск информации в интернет;Работа в команде;Деловая переписка;Ориентация на результат;Ключевые навыки Казахский — C1 — Продвинутый Русский — C1 — Продвинутый Грамотная речь Работа в кома;,https://almaty.hh.kz/vacancy/81205920,,IT
Ревизор,16,от 180 000 до 200 000 KZT на руки,ТОО Торговый Дом Ярмарка,Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80042841,,Финансы
Помощник бренд-менеджера,68,от 250 000 до 300 000 KZT до вычета налогов,ИП Кучменко И.А.,Вакансия опубликована 8 мая 2023 в Атырау,"Атырау, улица Курмангазы, 10Д",полный день,Полная занятость,"Проведение презентаций;План продвижения;Коммуникабельность, стрессоустойчивость;Ответственность и пунктуальность;",https://almaty.hh.kz/vacancy/80186264,,Менеджмент
Администратор,8,от 129 999 до 130 000 KZT на руки,ИП Капустина П.И,Вакансия опубликована 19 мая 2023 в Атырау,"Атырау, улица Георгия Канцева",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80713823,,
Инструктор,138,от 100 000 до 130 000 KZT на руки,ТОО Барс Компани,Вакансия опубликована 16 мая 2023 в Атырау,"Атырау, улица Махамбета Утемисова, 120А",сменный график,Полная занятость,Работа в команде;Грамотная речь;Грамотность;Способность обучать других;Умение расставлять приоритеты;,https://almaty.hh.kz/vacancy/80470561,,
Техник по применению химреагентов,40,от 200 000 до 250 000 KZT на руки,"ТОО РауанНалко, ТОО",Вакансия опубликована 12 мая 2023 в Атырау,Алматы,полный день,Полная занятость,"механик, монтаж труб и линий;учет расхода реагентов;учет запасов реагентов;ремонт дозирующего оборудования;",https://almaty.hh.kz/vacancy/80363337,,
Бухгалтер-кассир,18,от 150 000 KZT до вычета налогов,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 6 мая 2023 в Атырау,Алматы,полный день,Полная занятость,"Должностные инструкции;Знание 1С;Работать в команде;Отличное знание ПК;Exсel;ПК;Работа с компьютером;Умение работать в условиях многозадачности;Ответственность и пунктуальность;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80174906,,Финансы
Преподаватель по робототехнике,132,до 280 000 KZT на руки,ТОО Salem Robo,Вакансия опубликована 16 мая 2023 в Атырау,Алматы,гибкий график,Полная занятость,Преподавание;Обучение и развитие;Работа с детьми;Работа в коллективе;Готовность к обучению;Умение работать с детьми;Терпеливость;Творческий подход к работе;Ответственность;,https://almaty.hh.kz/vacancy/80528345,,
Специалист по привлечению абитуриентов,72,от 500 000 KZT на руки,ТОО Академия переподготовки и повышения квалификации специалистов,Вакансия опубликована 17 мая 2023 в Атырау,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/80587877,,
Тренер/педагог (хореограф) в студию балета растяжки,138,от 120 000 до 300 000 KZT на руки,ТОО Криштоп и К,Вакансия опубликована 7 мая 2023 в Атырау,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79051268,,
Торговый представитель,129,от 250 000 до 350 000 KZT до вычета налогов,ИП КБК,Вакансия опубликована 22 мая 2023 в Атырау,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80792140,,
Переводчик,93,з/п не указана,ТОО РНИЦ ОАВ Республиканский научно-исследовательский центр охраны атмосферного воздуха,Вакансия опубликована 5 мая 2023 в Атырау,"Атырау, улица Салтаната Балгимбаева, 59",полный день,Полная занятость,Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80152934,,
Администратор,8,от 200 000 до 300 000 KZT на руки,ТОО Wooden House,Вакансия опубликована 16 мая 2023 в Атырау,село Актогай,полный день,Полная занятость,Грамотная речь;Работа в команде;Управление персоналом;Умение работать в команде;Навыки межличностного общения;Организаторские навыки;Грамотность;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80498297,,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,NUR,Вакансия опубликована 29.05.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3124736,Молодежная практика,
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"ИП ""Жалекенова Рысгуль""",Вакансия опубликована 28.05.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3116910,Молодежная практика,Финансы
Архитектор проектировщик,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Управление государственного архитектурно-строительного контроля Атырауской области""",Вакансия опубликована 26.05.2023,Адреса нет,полный день,Проектная работа,Определение элементов архитектуры системы;,https://enbek.kz/ru/vacancy/arkhitektor-proektirovshchik~3113569,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""People of service""",Вакансия опубликована 24.05.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3108435,Молодежная практика,Юриспруденция
Логопед,Образование и воспитание,от 103 500 тенге,"ИП""Армат""",Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped~3108287,Молодежная практика,
Ассистент (общий профиль),HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ASI Expert""",Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/assistent-(obshchii-profil)~3107782,Молодежная практика,Менеджмент
Детский психолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ОРДА Султан""",Вакансия опубликована 19.05.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/detskii-psikholog~3107202,Первое рабочее место,
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"ИП ""Балауса""",Вакансия опубликована 18.05.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~3105789,Молодежная практика,Финансы
Сварщик,Строительство и архитектура,от 103 500 тенге,"ИП ""Абдурахман Монтаж Строй""",Вакансия опубликована 18.05.2023,Адреса нет,полный день,Проектная работа,Контактная сварка;,https://enbek.kz/ru/vacancy/svarshchik~3105607,Молодежная практика,Строительство и архитектура
Офис-менеджер,HR и секретариат,от 103 500 тенге,"ИП ""Муртазаева""",Вакансия опубликована 12.05.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/ofis-menedzher~3091377,Первое рабочее место,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,ип Жексембаева,Вакансия опубликована 11.05.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~3089893,Первое рабочее место,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,ИП ГАЙДАРОВА ГГ,Вакансия опубликована 05.05.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~3080908,Первое рабочее место,Менеджмент
Инструктор по физической культуре,Культура и спорт,от 103 500 тенге,"ИП ""A-Dee""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Оценка физического состояния учащихся;,https://enbek.kz/ru/vacancy/instruktor-po-fizicheskoi-kulture~3073401,Первое рабочее место,
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Средняя общеобразовательная школа Еркинкала"" отдела образования города Атырау Управления образования Атырауской области""",Вакансия опубликована 02.05.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~3071022,Молодежная практика,
Техник-механик (общий профиль),Производство,от 103 500 тенге,"ИП ""A-Dee""",Вакансия опубликована 28.04.2023,Адреса нет,полный день,Проектная работа,ТО механического оборудования;,https://enbek.kz/ru/vacancy/tekhnik-mekhanik-(obshchii-profil)~3059450,Первое рабочее место,Сервисное обслуживание/производство
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Gemini Corporation""",Вакансия опубликована 28.04.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~3060746,Первое рабочее место,Финансы
