Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,Сулейменова А.С.,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Умение работать со статистическими данными;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2926268,Молодежная практика,
Преподаватель (в системе дошкольного воспитания и обучения),Образование и воспитание,от 103 500 тенге,Сулейменова А.С.,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/prepodavatel-(v-sisteme-doshkolnogo-vospitaniya-i-obucheniya)~2926279,Первое рабочее место,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,Сулейменова А.С.,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2926280,Первое рабочее место,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,Сулейменова А.С.,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2926281,Первое рабочее место,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,Сулейменова А.С.,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Разработка УМК предметов/дисциплин;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2926282,Первое рабочее место,
Юрист,Юриспруденция,от 103 500 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Мангистауская областная станция скорой и неотложной медицинской помощи"" Управления здравоохранения Мангистауской области",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2924038,Молодежная практика,Юриспруденция
Хореограф,Культура и спорт,от 103 500 тенге,ИП Бактылы,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Владение методологией творческого процесса в танцевальном коллективе;,https://enbek.kz/ru/vacancy/khoreograf~2918083,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,ИП Бактылы,Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/khoreograf~2918084,Молодежная практика,
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Grow Aspiration""",Вакансия опубликована 14.02.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/ekonomist~2918593,Молодежная практика,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Амирхан""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Проведение переговоров и формирование коммерческих документов и соглашений;,https://enbek.kz/ru/vacancy/smm-menedzher~2925040,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"ИП ""АЯЛАН""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2924396,Первое рабочее место,Юриспруденция
Электрик строительный,Строительство и архитектура,от 103 500 тенге,ИП АСЫЛ,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Монтаж антенно-мачтовых сооружений;,https://enbek.kz/ru/vacancy/elektrik-stroitelnyi~2922743,Первое рабочее место,Строительство и архитектура
Помощник учителя,Образование и воспитание,от 103 500 тенге,ИП ТАЛАП,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Подготовка рабочего места учителя;,https://enbek.kz/ru/vacancy/pomoshchnik-uchitelya~2912339,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП Карлыгаш,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2912347,Молодежная практика,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,ИП ТҮРКМЕНБАЕВА,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Оказание доврачебной медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2913320,Молодежная практика,Медицина
Техник по робототехнике,IT и телекоммуникации,от 103 500 тенге,ИП ТҮРКМЕНБАЕВА,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Испытание изделий робототехники;,https://enbek.kz/ru/vacancy/tekhnik-po-robototekhnike~2913321,Молодежная практика,IT
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,ИП Куанбаев,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2913638,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Куанбаев,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/vospitatel~2913639,Молодежная практика,
Журналист,Маркетинг и СМИ,от 103 500 тенге,ИП Сембаев,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Написание редакционных статей и подготовка комментариев;,https://enbek.kz/ru/vacancy/zhurnalist~2914011,Молодежная практика,Журналистика
Журналист,Маркетинг и СМИ,от 103 500 тенге,ИП Сембаев,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2914014,Первое рабочее место,Журналистика
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,Ескалиева,Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2914249,Молодежная практика,Финансы
Архитектор проектировщик,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Актауский городской отдел строительства""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Обеспечение корректности и оптимальности архитектуры проекта;,https://enbek.kz/ru/vacancy/arkhitektor-proektirovshchik~2915375,Молодежная практика,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Актауский городской отдел строительства""",Вакансия опубликована 13.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2915376,Молодежная практика,Финансы
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,АЖАР-АЙ,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2921569,Первое рабочее место,Финансы
Дизайнер печатных изданий,Маркетинг и СМИ,от 103 500 тенге,ИП Есболаева,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Художественно-техническая разработка дизайн-проекта;,https://enbek.kz/ru/vacancy/dizainer-pechatnykh-izdanii~2921528,Первое рабочее место,Журналистика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Marine Team""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2920220,Молодежная практика,Финансы
Фармацевт (средней квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АРАЙ ФАРМ-АКТАУ""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Сортировка поступающих лекарственных средств;,https://enbek.kz/ru/vacancy/farmacevt-(srednei-kvalifikacii)~2918798,Молодежная практика,Медицина
Фармацевт (провизор),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АРАЙ ФАРМ-АКТАУ""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Предметно-количественный учет лекарственных средств;,https://enbek.kz/ru/vacancy/farmacevt-(provizor)~2918799,Молодежная практика,Медицина
Медицинская сестра (высокой квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""AISA Pharm""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Оказание лечебно-профилактической помощи;,https://enbek.kz/ru/vacancy/medicinskaya-sestra-(vysokoi-kvalifikacii)~2915617,Молодежная практика,Медицина
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Каспий тех групп""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2910562,Молодежная практика,Финансы
Врач-стоматолог,Медицина и фармацевтика,от 103 500 тенге,ИП Стоматологический кабинет,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Лечение кариеса, некариозных поражений твердых тканей временных, постоянных зубов с несформированными корнями;",https://enbek.kz/ru/vacancy/vrach-stomatolog~2910640,Молодежная практика,Медицина
Медицинская сестра (высокой квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АДИЯ ДЕНТ""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Амбулаторный прием, оформление медицинской документации;",https://enbek.kz/ru/vacancy/medicinskaya-sestra-(vysokoi-kvalifikacii)~2910648,Молодежная практика,Медицина
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,Товарищество с ограниченной ответственностью «Медицинский Центр «ЯСИН»,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2911172,Молодежная практика,Медицина
Вокалист,Культура и спорт,от 103 500 тенге,ИП КОЖЕРБАЕВА Г.Н.,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/vokalist~2911583,Первое рабочее место,
Шахматист,Культура и спорт,от 103 500 тенге,ИП КОЖЕРБАЕВА Г.Н.,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,"Соблюдение требований охраны труда, пожарной безопасности;",https://enbek.kz/ru/vacancy/shakhmatist~2911584,Первое рабочее место,
Тренер,Культура и спорт,от 103 500 тенге,ИП КОЖЕРБАЕВА Г.Н.,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Проведение аттестации профессионального уровня;,https://enbek.kz/ru/vacancy/trener~2911585,Первое рабочее место,
Домбрист,Культура и спорт,от 103 500 тенге,ИП КОЖЕРБАЕВА Г.Н.,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Исполнение новых музыкальных произведений с листа и транспонирование нотного материала;,https://enbek.kz/ru/vacancy/dombrist~2911586,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Jam-El Hu-Es,Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2911956,Молодежная практика,Финансы
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Нуркен""",Вакансия опубликована 10.02.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~2912227,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,Частный нотариус Акжанова Аксауле Амангелдиевна,Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2918029,Первое рабочее место,Юриспруденция
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Общественное объединение ""Верю в тебя""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Учет расходования утвержденных смет;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2916685,Первое рабочее место,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Общественное объединение ""Верю в тебя""",Вакансия опубликована 09.02.2023,Адреса нет,полный день,Проектная работа,Анализ законодательных требований и стандартов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2916686,Первое рабочее место,Юриспруденция
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,ИП КУСАИНОВА ТОЛКЫН,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Проведение научной экспертизы;,https://enbek.kz/ru/vacancy/it-dizainer~2910495,Молодежная практика,IT
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Математический анализ;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2913205,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Рефлексия и анализ педагогической деятельности;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2913206,Молодежная практика,
Преподаватель колледжа в области права,Образование и воспитание,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/prepodavatel-kolledzha-v-oblasti-prava~2913207,Молодежная практика,
Учитель информатики,Образование и воспитание,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Использование межпредметных связей;,https://enbek.kz/ru/vacancy/uchitel-informatiki~2913208,Молодежная практика,
Преподаватель по физической культуре,Образование и воспитание,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Владение методикой обучения военной подготовки;,https://enbek.kz/ru/vacancy/prepodavatel-po-fizicheskoi-kulture~2913209,Молодежная практика,
Учитель химии,Образование и воспитание,от 103 500 тенге,"Частное Учреждение Мангистауский высший многопрофильный колледж ""Келешек""",Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Систематизация результатов физико-химического анализа;,https://enbek.kz/ru/vacancy/uchitel-khimii~2913210,Молодежная практика,
Медицинский регистратор,Медицина и фармацевтика,от 103 500 тенге,Товарищество с ограниченной ответственностью «Медицинский Центр «ЯСИН»,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Обработка и анализ полученной информации;,https://enbek.kz/ru/vacancy/medicinskii-registrator~2911173,Молодежная практика,Медицина
Графический дизайнер,IT и телекоммуникации,от 103 500 тенге,ИП Келдибаева,Вакансия опубликована 08.02.2023,Адреса нет,полный день,Проектная работа,Верстка страниц web-сайта;,https://enbek.kz/ru/vacancy/graficheskii-dizainer~2912338,Молодежная практика,IT
Помощник юриста,Юриспруденция,от 103 500 тенге,"Молодежное общественное объединение ""Түпқараған жастары""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Представительство в суде по гражданским делам предприятия;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2912301,Молодежная практика,Юриспруденция
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Творческий центр Шабыт""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~2904696,Первое рабочее место,
Медицинская(ий) сестра/брат по уходу,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Творческий центр Шабыт""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat-po-ukhodu~2904697,Первое рабочее место,Медицина
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""MM Production""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2911760,Молодежная практика,Финансы
Дизайнер по одежде,Производство,от 103 500 тенге,ИП ҚОЛӨНЕР,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Изготовление лекал;,https://enbek.kz/ru/vacancy/dizainer-po-odezhde~2910745,Молодежная практика,Сервисное обслуживание/производство
Ассистент стоматолога,Медицина и фармацевтика,от 103 500 тенге,ИП Стоматологический кабинет,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,"Лечение травм зубов, повреждений мягких тканей лица и полости рта;",https://enbek.kz/ru/vacancy/assistent-stomatologa~2910639,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2910485,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/khoreograf~2910486,Молодежная практика,
Домбрист,Культура и спорт,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Владение различными стилями и направлениями в музыке;,https://enbek.kz/ru/vacancy/dombrist~2910487,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2910488,Молодежная практика,
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2910489,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Работа с обучаемыми;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2910490,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проведение воспитательных мероприятий;,https://enbek.kz/ru/vacancy/vospitatel~2910491,Молодежная практика,
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Жазира,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Обеспечение методического сопровождения педагогического процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2910492,Молодежная практика,
Тренер-преподаватель по спорту,Культура и спорт,от 103 500 тенге,sc KAIRAT,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/trener-prepodavatel-po-sportu~2910408,Молодежная практика,
Помощник врача-эпидемиолога,Медицина и фармацевтика,от 103 500 тенге,Филиал Республиканского государственного предприятия на праве хозяйственного ведения «Национальный центр экспертизы» Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан по Мангистауской области,Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,"Санитарный надзор, организация и проведение противоэпидемических мероприятий;",https://enbek.kz/ru/vacancy/pomoshchnik-vracha-epidemiologa~2910382,Молодежная практика,Медицина
Экономист,Финансы и бухучет,от 103 500 тенге,"республиканское государственное учреждение ""Управление государственных доходов по городу Актау Департамента государственных доходов по Мангистауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2907861,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"республиканское государственное учреждение ""Управление государственных доходов по городу Актау Департамента государственных доходов по Мангистауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2907862,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление по делам религий Мангистауской области""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2909861,Молодежная практика,Юриспруденция
Техник-статистик,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Управление финансов Мангистауской области""",Вакансия опубликована 07.02.2023,Адреса нет,полный день,Проектная работа,Умение работать со статистическими данными;,https://enbek.kz/ru/vacancy/tekhnik-statistik~2897343,Молодежная практика,Финансы
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП Жарқын болашақ Ақтау,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Работа с учащимися с особыми потребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~2908242,Первое рабочее место,
Воспитатель,Образование и воспитание,от 103 500 тенге,ИП УТЕПОВА Б,Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2907529,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент государственных доходов по Мангистауской области Комитета государственных доходов Министерства финансов Республики Казахстан""",Вакансия опубликована 06.02.2023,Адреса нет,полный день,Проектная работа,Знание нормативно-правовых актов;,https://enbek.kz/ru/vacancy/yurist~2892535,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Мангистауская областная территориальная инспекция Комитета государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2895974,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Мангистауская областная территориальная инспекция Комитета государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 03.02.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2895975,Молодежная практика,Юриспруденция
Геофизик,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Филиал товарищества с ограниченной ответственностью ""КМГ Инжиниринг"" ""КазНИПИмунайгаз""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Планирование работы геолого-геофизической организации;,https://enbek.kz/ru/vacancy/geofizik~2900705,Молодежная практика,
Инженер-разработчик нефтяных и газовых месторождений,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Филиал товарищества с ограниченной ответственностью ""КМГ Инжиниринг"" ""КазНИПИмунайгаз""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Контроль режима работы буровых скважин;,https://enbek.kz/ru/vacancy/inzhener-razrabotchik-neftyanykh-i-gazovykh-mestorozhdenii~2900706,Молодежная практика,
"Инженер лаборант, химия",Наука и консалтинг,от 103 500 тенге,"Филиал товарищества с ограниченной ответственностью ""КМГ Инжиниринг"" ""КазНИПИмунайгаз""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Анализ показателей химического сырья и химической продукции;,"https://enbek.kz/ru/vacancy/inzhener-laborant,-khimiya~2900707",Молодежная практика,Наука
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Филиал товарищества с ограниченной ответственностью ""КМГ Инжиниринг"" ""КазНИПИмунайгаз""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2900708,Молодежная практика,Финансы
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Управление государственного архитектурно-строительного контроля Мангистауской области""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Разработка проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2899632,Молодежная практика,Строительство и архитектура
Культорганизатор,Культура и спорт,от 103 500 тенге,"Общественное объединение ""Верю в тебя""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,"Разработка планов, мероприятий, графиков;",https://enbek.kz/ru/vacancy/kultorganizator~2898607,Молодежная практика,
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Общественное объединение ""Верю в тебя""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Определение психотипа клиента по вербальным и невербальным признакам;,https://enbek.kz/ru/vacancy/psikholog~2898608,Молодежная практика,Медицина
Юрист,Юриспруденция,от 103 500 тенге,"Общественное объединение ""Верю в тебя""",Вакансия опубликована 02.02.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2898610,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"государственное учреждение ""Управление предпринимательства и торговли Мангистауской области""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2895018,Молодежная практика,Финансы
Финансист,Финансы и бухучет,от 103 500 тенге,"государственное учреждение ""Управление предпринимательства и торговли Мангистауской области""",Вакансия опубликована 01.02.2023,Адреса нет,полный день,Проектная работа,Применение международных стандартов финансовой отчетности;,https://enbek.kz/ru/vacancy/finansist~2895019,Молодежная практика,Финансы
