Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Оператор по вводу данных,HR и секретариат,от 91 890 тенге,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Городская поликлиника №3"" управления здравоохранения акимата Западно-Казахстанской области",Вакансия опубликована 22.08.2022,Адреса нет,полный день,Проектная работа,"Работа с информацией, восстановление и перенос данных;",https://enbek.kz/ru/vacancy/operator-po-vvodu-dannykh~2546594,Молодежная практика,Менеджмент
Воспитатель,Образование и воспитание,от 91 890 тенге,ИП Нигметова М.С.,Вакансия опубликована 19.08.2022,Адреса нет,полный день,Проектная работа,Знание методов диагностики личностного потенциала обучающего;,https://enbek.kz/ru/vacancy/vospitatel~2544522,Первое рабочее место,
Специалист по надзору за техническим обслуживанием и ремонтом энергооборудования,Производство,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""Уральский трансформаторный завод""",Вакансия опубликована 19.08.2022,Адреса нет,полный день,Проектная работа,Обследование систем и оборудования на возможность энергосбережения;,https://enbek.kz/ru/vacancy/specialist-po-nadzoru-za-tekhnicheskim-obsluzhivaniem-i-remontom-energooborudovaniya~2543610,Молодежная практика,Сервисное обслуживание/производство
Помощник врача-эпидемиолога,Медицина и фармацевтика,от 91 890 тенге,"Республиканское государственное учреждение ""Уральское городское Управление санитарно-эпидемиологического контроля Департамента санитарно-эпидемиологического контроля Западно-Казахстанской области Комитета санитарно-эпидемиологического контроля Министерства здравоохранения Республики Казахстан""",Вакансия опубликована 18.08.2022,Адреса нет,полный день,Проектная работа,"Санитарный надзор, организация и проведение противоэпидемических мероприятий;",https://enbek.kz/ru/vacancy/pomoshchnik-vracha-epidemiologa~2531889,Молодежная практика,Медицина
Помощник юриста,Юриспруденция,от 91 890 тенге,"Государственное учреждение ""Отдел образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 18.08.2022,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2540356,Молодежная практика,Юриспруденция
Воспитатель,Образование и воспитание,от 91 890 тенге,ИП ЖУМАГУЛОВ ЖАНБОЛАТ ЕРБОЛАТОВИЧ,Вакансия опубликована 18.08.2022,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2538736,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 91 890 тенге,"Коммунальное государственное учреждение ""Западно-Казахстанская областная библиотека для детей и юношества имени Хамзы Есенжанова управления культуры, развития языков и архивного дела Западно –Казахстанской области""",Вакансия опубликована 16.08.2022,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2522060,Молодежная практика,Финансы
Филолог,Маркетинг и СМИ,от 91 890 тенге,БӨБЕК,Вакансия опубликована 08.08.2022,Адреса нет,полный день,Проектная работа,Редактирование и исправление переведенного материала;,https://enbek.kz/ru/vacancy/filolog~2500771,Первое рабочее место,Журналистика
"Главный редактор (издательства, редакции газет и журналов)",Маркетинг и СМИ,от 91 890 тенге,БӨБЕК,Вакансия опубликована 08.08.2022,Адреса нет,полный день,Проектная работа,"Управление, организация, анализ, оптимизация и контроль реализации творческих проектов;","https://enbek.kz/ru/vacancy/glavnyi-redaktor-(izdatelstva,-redakcii-gazet-i-zhurnalov)~2500772",Первое рабочее место,Журналистика
Инженер ПТО,Строительство и архитектура,от 91 890 тенге,"Государственное учреждение ""Отдел строительства города Уральска""",Вакансия опубликована 05.08.2022,Адреса нет,полный день,Проектная работа,Согласование и предоставление сметной документации;,https://enbek.kz/ru/vacancy/inzhener-pto~2506376,Молодежная практика,Строительство и архитектура
Помощник воспитателя,Образование и воспитание,от 91 890 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад №10 ""Балапан"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 05.08.2022,Адреса нет,полный день,Проектная работа,Уход за младенцем;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2497568,Молодежная практика,
Экономист,Финансы и бухучет,от 91 890 тенге,"Государственное учреждение ""Управление сельского хозяйства Западно-Казахстанской области""",Вакансия опубликована 04.08.2022,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/ekonomist~2496351,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 91 890 тенге,Общественное объединение «Западно – Казахстанский Областной локальный профессиональный союз работников сельского хозяйства»,Вакансия опубликована 03.08.2022,Адреса нет,полный день,Проектная работа,учет;,https://enbek.kz/ru/vacancy/bukhgalter~2499716,Молодежная практика,Финансы
Филолог,Маркетинг и СМИ,от 91 890 тенге,БӨБЕК,Вакансия опубликована 03.08.2022,Адреса нет,полный день,Проектная работа,Редактирование и исправление переведенного материала;,https://enbek.kz/ru/vacancy/filolog~2500769,Молодежная практика,Журналистика
Инженер по землеустройству,Строительство и архитектура,от 91 890 тенге,"Государственное учреждение ""Отдел земельных отношений города Уральск""",Вакансия опубликована 03.08.2022,Адреса нет,полный день,Проектная работа,Сопровождение систем по кадастру и ГИС;,https://enbek.kz/ru/vacancy/inzhener-po-zemleustroistvu~2500657,Молодежная практика,Строительство и архитектура
Технический менеджер,"Нефть, газ, добыча ресурсов",от 91 890 тенге,"Товарищество с ограниченной ответственностью ""КаспиМунайКапитал""",Вакансия опубликована 01.08.2022,Адреса нет,полный день,Проектная работа,"ведение перговоров, грамотная устная и письменая  речь, умение убеждать, работать с претензхиями и возражениями;",https://enbek.kz/ru/vacancy/tekhnicheskii-menedzher~2485252,Молодежная практика,
Административный секретарь,HR и секретариат,от 95 400 тенге,Государственное учреждение «Департамент по обеспечению качества в сфере образования Западно-Казахстанской области Комитета по обеспечению качества в сфере образования и науки Министерства образования и науки Республики Казахстан»,Вакансия опубликована 25.07.2022,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/administrativnyi-sekretar~2479415,Молодежная практика,Менеджмент
Преподаватель ритмики и хореографии,Образование и воспитание,от 91 890 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад №21 ""Росинка"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 21.07.2022,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/prepodavatel-ritmiki-i-khoreografii~2475581,Молодежная практика,
Помощник воспитателя,Образование и воспитание,от 91 890 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад №27 ""Жігер"" отдела образования города Уральск управления образования акимата Западно-Казахстанской области""",Вакансия опубликована 20.07.2022,Адреса нет,полный день,Проектная работа,Оказание первой медицинской помощи;,https://enbek.kz/ru/vacancy/pomoshchnik-vospitatelya~2472463,Молодежная практика,
Бухгалтер (средней квалификации),Финансы и бухучет,от 91 890 тенге,"ГУ ""Управление культуры, развития языков и архивного дела Западно-Казахстанской области""",Вакансия опубликована 20.07.2022,Адреса нет,полный день,Проектная работа,Составление баланса и оперативных сводных отчетов;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2464664,Молодежная практика,Финансы
Маркетолог,Маркетинг и СМИ,от 91 890 тенге,"Акционерное общество ""Западно-Казахстанская машиностроительная компания""",Вакансия опубликована 19.07.2022,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/marketolog~2470636,Молодежная практика,Журналистика
Плотник,Строительство и архитектура,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""БАТАЛАСУ""",Вакансия опубликована 18.07.2022,Адреса нет,полный день,Проектная работа,Изготовление деревянных моделей;,https://enbek.kz/ru/vacancy/plotnik~2466557,Молодежная практика,Строительство и архитектура
