Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Специалист по работе с потенциальными клиентами,40,от 200 000 до 600 000 KZT на руки,ТОО Lloyds group,Вакансия опубликована 25 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Работа в команде;Грамотная речь;Работа с большим объемом информации;Грамотность;Умение работать в коллективе;Анкетирование;Разъездной характер работы;,https://almaty.hh.kz/vacancy/79502315,,
Ассистент менеджера по продажам,54,з/п не указана,ТОО Distritech,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), улица Ханов Керея и Жанибека, 32",полный день,Полная занятость,Управление временем;Проведение переговоров;Навыки работы с возражениями;Участие в Тендерах;Навыки продаж;Навыки переговоров;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/78082585,,Менеджмент
Мастер по сборке интерьерных карт мира,40,до 150 000 KZT на руки,ИП Ecomaps,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), проспект Абая, 76",полный день,Полная занятость,"Работа в команде;Способность обучать других;Internet;Лазерная техника;Желание обучаться;Лояльность;Навыки разрешения спорных ситуаций;Желание работать и зарабатывать;Смекалка;Коммуникабельность, ответственность;",https://almaty.hh.kz/vacancy/80802603,,
Дезинфектор,40,от 500 000 до 1 000 000 KZT на руки,ООО Домин,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,Мобильность;Ответственность и пунктуальность;,https://almaty.hh.kz/vacancy/81228137,,
Junior Product-менеджер/стажер (Kolesa Academy),73,от 200 000 до 200 000 KZT на руки,АО Колеса,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Стажировка,Управление проектами;Product Management;Работа в команде;Лидерство;Умение принимать решения;,https://almaty.hh.kz/vacancy/81235523,,Менеджмент
Агент по обслуживанию пассажиров,40,з/п не указана,"AIR ASTANA, АО",Вакансия опубликована 5 мая 2023 в Астане,Алматы,полный день,Стажировка,Английский язык;Грамотная речь;Работа в команде;Работа с людьми;Казахский язык;Русский язык;,https://almaty.hh.kz/vacancy/79074666,,
Администратор в студию танцев,8,от 150 000 до 180 000 KZT до вычета налогов,ИП United Dance Space,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), улица Кайыма Мухамедханова",полный день,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Деловое общение;Работа с клиентами;Работа с людьми;,https://almaty.hh.kz/vacancy/81172985,,
Помощник руководителя,106,от 300 000 до 350 000 KZT до вычета налогов,ФИЛИАЛ ТОО АКТИВАЙС-NORD В ГОРОДЕ АСТАНА,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Бактыораза Бейсекбаева, 27",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81199534,,
Официант в ресторан Del papa,40,от 250 000 до 500 000 KZT до вычета налогов,ТОО AB Restaurants,Вакансия опубликована 6 мая 2023 в Астане,"Нур-Султан (Астана), проспект Республики, 10",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80176815,,
Аниматор,13,от 300 000 до 400 000 KZT на руки,ИП «Geona»,Вакансия опубликована 27 мая 2023 в Астане,"Астана, улица Шарля де Голля",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81157220,,
SMM менеджер - мобилограф,3,от 250 000 до 300 000 KZT до вычета налогов,ТОО Жігер Инжиниринг,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), микрорайон Шубар, улица Нуртаса Ондасынова, 75",полный день,Полная занятость,Грамотная речь;Наполнение контентом;Фотография;Видеомонтаж;Видеосъемка;Креативность;Обработка видео;Монтаж видео;Instagram;SMM;Продвижение в социальных группах;Социальные сети;PR;Cоциальный маркетинг;facebook;Canva;Обработка фото;мобилограф;,https://almaty.hh.kz/vacancy/81208505,,Менеджмент
Специалист по сопровождению сайта,3,от 300 000 до 450 000 KZT на руки,ТОО WPK Astana,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81213730,,Менеджмент
Мобилограф,20,от 150 000 до 300 000 KZT на руки,ТОО Центр развития предпринимателей,Вакансия опубликована 25 мая 2023 в Астане,"Нур-Султан (Астана), улица Габидена Мустафина, 30",полный день,Полная занятость,Видеомонтаж;Видеосъемка;Обработка видео;Adobe Photoshop;Adobe Premier Pro;Творческое мышление;Творчество;Cupcat;VN;VdeaoLeap;Canva;,https://almaty.hh.kz/vacancy/80994636,,Массмедиа
SMM-менеджер,3,от 300 000 KZT до вычета налогов,Национальная палата предпринимателей Республики Казахстан Атамекен,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,План продвижения;Cоциальный маркетинг;SMM;Ведение групп в социальных сетях;Партнерские программы в социальных сетях;Продвижение в социальных группах;Cоциальная реклама;Деловая коммуникация;Контент;,https://almaty.hh.kz/vacancy/80995410,,Менеджмент
SMM-менеджер,3,от 120 000 до 150 000 KZT до вычета налогов,ТОО COSMETICS STAR,Вакансия опубликована 23 мая 2023 в Астане,Алматы,гибкий график,Частичная занятость,"SMM;Таргетинг;Составление контент-плана;Контент;Инстаграм;Умение работать в условиях многозадачности;Внимательность, ответственность;Рассылка сообщений;Продвижение мероприятий компании в социальных сетях;работа со статистикой;Скорость;Идейность;Грамотность;Умение планировать;Введение переговоров;Наполнение контентом;Энтузиазм;Гибкость мышления;Английский — A1 — Начальный;Русский — C1 — Продвинутый;Казахский — A2 — Элементарный;",https://almaty.hh.kz/vacancy/80886095,,Менеджмент
Администратор фитнес клуба,8,от 150 000 до 250 000 KZT на руки,ИП Underground Gym,Вакансия опубликована 9 мая 2023 в Астане,"Нур-Султан (Астана), проспект Улы Дала, 19",полный день,Полная занятость,Грамотная речь;Работа в команде;Обучение персонала;Управление персоналом;Подбор персонала;,https://almaty.hh.kz/vacancy/80197894,,
Помощник менеджера kazdream академии,40,до 100 000 KZT на руки,ТОО ProPeople Global,Вакансия опубликована 22 мая 2023 в Астане,Алматы,полный день,Полная занятость,Многофункциональный комплекс;Работа в условиях многозадачности;Информирование сотрудников;Высокие коммуникативные навыки;Умение расставлять приоритеты;,https://almaty.hh.kz/vacancy/80786773,,
Оператор базы данных,84,от 500 до 700 USD на руки,ООО ФПК,Вакансия опубликована 22 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,E9,https://almaty.hh.kz/vacancy/80815939,,IT
Хостес,140,от 220 000 до 220 000 KZT на руки,ТОО РестоГруп,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Достык, 13",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80876445,,
Тьютор/куратор в летний лагерь,132,от 50 000 до 80 000 KZT до вычета налогов,ИП BeeSmart,Вакансия опубликована 26 мая 2023 в Астане,"Астана, улица Достык, 5",полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81105825,,
Оператор игровых аттракционов,84,от 130 000 до 150 000 KZT до вычета налогов,ИП Турсынбаева Л.Т.,Вакансия опубликована 27 мая 2023 в Астане,"Астана, проспект Кабанбай Батыра, 62",полный день,Полная занятость,"Работа в команде;планировать и оптимально организовать рабочий процесс;Техническая поддержка;Ответственность и пунктуальность;умение слушать, давать компетентные советы, находить подход к клиентам;",https://almaty.hh.kz/vacancy/80943212,,IT
Python developer (AI-ML team),96,з/п не указана,DocuSketch,Вакансия опубликована 23 мая 2023 в Астане,Алматы,полный день,Полная занятость,Python;Linux;Analytical skills;Organization Skills;ML;Английский — B1 — Средний;,https://almaty.hh.kz/vacancy/80918577,,IT
Бухгалтер по основным средствам и авансовым отчетам,18,от 350 000 до 350 000 KZT до вычета налогов,ТОО Fortunata,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Сарайшык",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81200016,,Финансы
Торговый представитель в Астане,129,от 300 000 до 500 000 KZT на руки,ТОО КазАрстрой,Вакансия опубликована 20 мая 2023 в Астане,Алматы,полный день,Полная занятость,Поиск и привлечение клиентов;работа с текущей базой клиентов;Мерчендайзинг;Холодные продажи;Традиционная розница;,https://almaty.hh.kz/vacancy/80727703,,
Администратор в отель,8,до 200 000 KZT на руки,ТОО Ikyn,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), улица Ханов Керея и Жанибека, 12Б",полный день,Полная занятость,"Опыт работы в сфере гостеприимства;Знание казахского и английского языков (разговорный уровень);Коммуникабельность, вежливость, дружелюбие и умение работать с людьми;Организованность и ответственность;Умение быстро переключаться между задачами и работать в нестандартных ситуациях;Гибкость в решении проблем;Навыки работы в команде;",https://almaty.hh.kz/vacancy/81078781,,
Лаборант ОТК,79,от 220 000 KZT на руки,ТОО PET,Вакансия опубликована 22 мая 2023 в Астане,"Астана, улица Коктал, 15",сменный график,Полная занятость,"лаборант;лаборатория;преформа;Бережливое производство;Управление производством;Работа с компьютером;Коммуникабельность, ответственность;Контроль качества;",https://almaty.hh.kz/vacancy/80818544,,Наука
2D-художник,34,з/п не указана,Fntastic,Вакансия опубликована 28 мая 2023 в Астане,Астана,полный день,Полная занятость,Adobe Photoshop;Разработка компьютерных Игр;Gamedev;Работа в условиях многозадачности;Игровой опыт;Художник;Концептирование;,https://almaty.hh.kz/vacancy/81000511,,Массмедиа
Мерчендайзер,77,от 220 000 до 225 000 KZT на руки,ТОО Icefood,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), улица Александра Пушкина, 75",полный день,Полная занятость,Мерчандайзинг;Выкладка товаров;Пополнение товарных запасов;Визуальный мерчандайзинг;Блочная выкладка товара;Контроль сроков годности;Умение работать в команде;Мобильный мерчандайзинг;,https://almaty.hh.kz/vacancy/80787058,,
Администратор (на Регистратуру),8,от 200 000 до 220 000 KZT на руки,ТОО Ортопедический центр «Экстра комфорт»,Вакансия опубликована 19 мая 2023 в Астане,"Нур-Султан (Астана), улица Григория Потанина, 14",полный день,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Консультирование клиентов по телефону;Работа с клиентами;Ведение переговоров;Казахский — C2 — В совершенстве;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80732171,,
Преподаватель в образовательный центр,132,от 180 000 до 220 000 KZT до вычета налогов,ИП Образование (Байботанова Т.К.),Вакансия опубликована 14 мая 2023 в Астане,"Астана, улица Сауран, 15/3",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/79292243,,
Мерчендазер (формата парт-таймер),77,от 70 000 до 100 000 KZT на руки,ТОО REDPARK,Вакансия опубликована 25 мая 2023 в Астане,"Астана, улица Каныша Сатпаева, 11",гибкий график,Частичная занятость,Выкладка товаров;Проведение промо акций;Навыки работы с первичной документацией;Управление складскими запасами;Гибкость;Планирование карьеры;Работа в команде;Грамотная речь;Торговля;Способность быстро обучаться;,https://almaty.hh.kz/vacancy/81039588,,
"Оператор архивного дела и оцифровки документов (ул.Гете,4)",33,от 150 000 до 150 000 KZT на руки,ТОО АСиВ,Вакансия опубликована 12 мая 2023 в Астане,Алматы,полный день,Полная занятость,MS Access;Сканер;Слепая печать;Google Chrome;FineReader;Пользователь ПК;Работа с оргтехникой;Работа в команде;MS Internet Explorer;,https://almaty.hh.kz/vacancy/80344144,,Юриспруденция
Промоутер-консультант,129,от 150 000 до 200 000 KZT на руки,ТОО Как в кино,Вакансия опубликована 28 мая 2023 в Астане,"Нур-Султан (Астана), улица Алихана Бокейханова, 27/2",гибкий график,Частичная занятость,Продажи;Навыки работы с возражениями;Деловое общение;Проведение опросов клиентов;Работа в команде;Обучение и развитие;Работа с людьми;Креативность;Творческое мышление;Работа с большим объемом информации;Умение общаться с людьми;,https://almaty.hh.kz/vacancy/80788791,,
"Менеджер по чистоте, порядку",76,от 300 000 KZT до вычета налогов,"ТОО Astana Mall Trading,ТОО",Вакансия опубликована 29 мая 2023 в Астане,"Астана, проспект Тауелсиздик, 34",сменный график,Полная занятость,Исполнительность;Ответственность;Опрятность;Организация и планирование рабочего времени;Работа в команде;Способность быстро обучаться;Высокая энергичность и инициативность;Организаторские навыки;Управление персоналом;Обучение персонала;,https://almaty.hh.kz/vacancy/79962235,,Менеджмент
Администратор ресепшен,8,от 130 000 до 150 000 KZT на руки,ТОО Invictus Astana,Вакансия опубликована 10 мая 2023 в Астане,"Нур-Султан (Астана), жилой комплекс Зелёный Квартал",полный день,Полная занятость,Клиентоориентированность;Грамотная речь;Консультативные продажи;Управление отношениями с клиентами;Работа с жалобами клиентов;,https://almaty.hh.kz/vacancy/80239324,,
Дизайнер,34,от 220 000 до 300 000 KZT на руки,ИП Джулай О.А. ТМ Компания Лик,Вакансия опубликована 27 мая 2023 в Астане,"Нур-Султан (Астана), улица Бейбитшилик, 71",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80937440,,Массмедиа
Администратор салона красоты,8,от 150 000 до 200 000 KZT на руки,ТОО ARTER,Вакансия опубликована 21 мая 2023 в Астане,"Астана, проспект Тауелсиздик, 21/5",полный день,Полная занятость,"Работа в команде;Коммуникабельность, ответственность;Грамотная речь;Ответственность и пунктуальность;",https://almaty.hh.kz/vacancy/80776409,,
Ночной мастер сборки интерьерных карт мира,40,до 150 000 KZT на руки,ИП Ecomaps,Вакансия опубликована 26 мая 2023 в Астане,"Нур-Султан (Астана), проспект Абая, 76",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/81119726,,
Сопровождающий тур групп / гид на туры выходного дня,40,з/п не указана,ТОО Туристская компания Agrotravel-kz,Вакансия опубликована 26 мая 2023 в Астане,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/81085120,,
Инженер ПТО,47,от 400 000 KZT до вычета налогов,ТОО Emali.kz,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Жанажол, 19/1Б",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81231512,,Сервисное обслуживание/производство
Стажёр в бухгалтерский аутсорсинг,18,от 150 000 до 200 000 KZT на руки,ИП IndAcc,Вакансия опубликована 25 мая 2023 в Астане,"Нур-Султан (Астана), улица Амман, 8",полный день,Стажировка,E9,https://almaty.hh.kz/vacancy/81038690,,Финансы
Младший Таргетолог,3,до 120 000 KZT до вычета налогов,ТОО B2B-World,Вакансия опубликована 24 мая 2023 в Астане,"Нур-Султан (Астана), улица Сыганак, 47",полный день,Полная занятость,Adobe Photoshop;Продвижение бренда;Интернет-реклама;Маркетинговый анализ;Social Media Marketing;Грамотная речь;SMM;Продвижение объекта;Таргетинг;Internet Marketing;Маркетинговые коммуникации;Работа в команде;,https://almaty.hh.kz/vacancy/80925517,,Менеджмент
Помощник повара в ресторан корейской кухни Korean house,94,от 200 000 KZT на руки,ТОО Алтемир Group,Вакансия опубликована 11 мая 2023 в Астане,Алматы,сменный график,Полная занятость,Умение работать в команде;,https://almaty.hh.kz/vacancy/80278404,,
Специалист по подбору кадров,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 5 мая 2023 в Астане,Алматы,удаленная работа,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/80152898,,Менеджмент
Хостес,140,от 176 000 до 208 000 KZT на руки,ИП Жақия,Вакансия опубликована 25 мая 2023 в Астане,"Астана, проспект Абая, 13",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81005463,,
Специалист отдела кадров,118,от 200 000 до 500 000 KZT до вычета налогов,Workle Pro,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Частичная занятость,Подбор персонала;,https://almaty.hh.kz/vacancy/81013382,,Менеджмент
Тайный проверяющий,40,от 50 000 до 150 000 KZT на руки,ООО 4Service Holdings GmbH,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Частичная занятость,E9,https://almaty.hh.kz/vacancy/78812410,,
Оператор call-центра в интернет магазин (на дому),40,от 120 000 до 400 000 KZT на руки,ООО Свобода,Вакансия опубликована 5 мая 2023 в Астане,Алматы,удаленная работа,Полная занятость,Грамотная речь;Активные продажи;Телефонные переговоры;Работа в команде;Холодные продажи;,https://almaty.hh.kz/vacancy/80146245,,
Продавец консультант дизайнерских аксессуаров,3,от 150 000 до 250 000 KZT на руки,ИП JAZY,Вакансия опубликована 20 мая 2023 в Астане,"Нур-Султан (Астана), жилой комплекс Абу-Даби Плаза",сменный график,Полная занятость,Создание контента;Обслуживание покупателей;Работа на выставках;Продажи;Навыки работы с возражениями;Навыки продаж;,https://almaty.hh.kz/vacancy/80770562,,Менеджмент
Мерчендайзер на бренд Procter&Gamble,77,от 248 000 до 249 000 KZT до вычета налогов,ТОО Apple City Corps,Вакансия опубликована 15 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80442586,,
Администратор салона красоты,8,от 200 000 до 240 000 KZT на руки,ИП СОТНИКОВА,Вакансия опубликована 13 мая 2023 в Астане,"Астана, улица Толе Би, 46",полный день,Полная занятость,"Консультирование клиентов по телефону;Улыбчивость;Умение расставлять приоритеты;Русский язык;Казахский язык;Умение работать в коллективе;входящие звонки;способность анализировать проблемы, эффективно искать пути их разрешения;способность быстро обучаться и легко воспринимать крупные объемы информации;Способность быстро обучаться;Пользователь ПК;Работа в команде;Грамотная речь;Опрятность;Дружелюбность;",https://almaty.hh.kz/vacancy/80384234,,
Диспетчер в логистическую компанию,39,от 200 000 до 400 000 KZT до вычета налогов,ИП Макашев,Вакансия опубликована 11 мая 2023 в Астане,Алматы,полный день,Полная занятость,Работа в условиях многозадачности;Работа с большим объемом информации;Деловое общение;Диспетчер;,https://almaty.hh.kz/vacancy/80307055,,
Помощник администратора,8,от 150 000 KZT на руки,ТОО Koblandin Clinic,Вакансия опубликована 16 мая 2023 в Астане,"Нур-Султан (Астана), улица Бухар Жырау, 20Б",полный день,Полная занятость,Консультирование клиентов;Активные продажи;Делопроизводство;Деловое общение;Уверенный пользователь ПК;MS Word;MS Excel;Работа в команде;Грамотная речь;Навыки разрешения спорных ситуаций;способность быстро обучаться и легко воспринимать крупные объемы информации;Умение управлять временем;Чистоплотность;Материальная ответственность;Умение работать в команде;Презентабельный внешний вид;Деловой этикет;Умение планировать;Готовность к командному труду;Работа в условиях многозадачности;навыки прямых продаж;Начинающий специалист;Выпускник ВУЗА;,https://almaty.hh.kz/vacancy/80471439,,
Менеджер отдела заботы,71,з/п не указана,ТОО ZHAN COFFEE,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), микрорайон Шубар, улица Елубая Тайбекова, 47",полный день,Полная занятость,Грамотная речь;Пользователь ПК;Работа в команде;Работа с большим объемом информации;Деловая переписка;Грамотность;Деловое общение;Подготовка отчетов;,https://almaty.hh.kz/vacancy/81101313,,Менеджмент
Ассистент врача-стоматолога,15,от 200 000 до 250 000 KZT на руки,ТОО Samgau med,Вакансия опубликована 3 мая 2023 в Астане,"Нур-Султан (Астана), улица Сауран, 42/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80040639,,Медицина
Экскурсовод,40,от 200 000 до 200 000 KZT до вычета налогов,ТОО Astana Venue Management,Вакансия опубликована 5 мая 2023 в Астане,"Нур-Султан (Астана), проспект Тауелсиздик, 52",сменный график,Полная занятость,Английский язык;Работа в команде;Грамотная речь;Грамотность;Знание иностранных языков;Казахский язык;Русский язык;Опрятность;Общение;Казахский — C2 — В совершенстве;Английский — C1 — Продвинутый;,https://almaty.hh.kz/vacancy/80133680,,
Диспетчер транспортного отдела (США),39,от 200 000 до 250 000 KZT до вычета налогов,ИП Макашев,Вакансия опубликована 11 мая 2023 в Астане,"Астана, проспект Мангилик Ел, 27/1",полный день,Полная занятость,Английский язык;Работа в команде;Работа в условиях многозадачности;Английский — B2 — Средне-продвинутый;,https://almaty.hh.kz/vacancy/80284205,,
Учитель казахского языка,132,з/п не указана,ТОО Зерделі,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,Казахский язык;Умение работать с людьми;Образованность;Толерантность;Коммуникабельность;,https://almaty.hh.kz/vacancy/81210731,,
Ученик ювелира-монтировщика,40,от 120 000 KZT до вычета налогов,ООО Костромской ювелирный завод Каратов,Вакансия опубликована 2 мая 2023 в Астане,Алматы,полный день,Стажировка,Работа в команде;Работа с большим объемом информации;Обучение и развитие;,https://almaty.hh.kz/vacancy/79060975,,
Хостес в Ресторан Del Papa,140,от 150 000 до 150 000 KZT на руки,ТОО AB Restaurants,Вакансия опубликована 2 мая 2023 в Астане,"Астана, проспект Кабанбай батыра, 34",полный день,Полная занятость,Грамотная речь;Пользователь ПК;Работа в команде;Деловое общение;Грамотность;,https://almaty.hh.kz/vacancy/79979870,,
Менеджер по заявкам,71,от 180 000 до 180 000 KZT на руки,ТОО Nurali Tattileri,Вакансия опубликована 29 мая 2023 в Астане,"Астана, улица Динмухамеда Кунаева, 12/1",полный день,Полная занятость,Казахский — A1 — Начальный;Русский — A1 — Начальный;,https://almaty.hh.kz/vacancy/81080013,,Менеджмент
Промоутер (электросамокаты),40,от 160 000 до 170 000 KZT на руки,ТОО Jet Sharing,Вакансия опубликована 29 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80846806,,
Помощник юриста,145,от 330 000 KZT на руки,ТОО Правовые Партнеры,Вакансия опубликована 25 мая 2023 в Астане,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80080302,,
Администратор капсульного отеля Флэтс,8,от 140 000 до 150 000 KZT на руки,ТОО Анклав01,Вакансия опубликована 27 мая 2023 в Астане,"Астана, улица Малика Габдуллина, 17/1",полный день,Полная занятость,Пользователь ПК;Грамотная речь;Работа с людьми;Телефонные переговоры;Навыки межличностного общения;Английский язык;Английский — B1 — Средний;Казахский — C1 — Продвинутый;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/81131644,,
Продавец-кассир,8,от 200 000 до 320 000 KZT на руки,ИП Индивидуальные пельмени,Вакансия опубликована 28 мая 2023 в Астане,Астана,полный день,Полная занятость,Казахский — C2 — В совершенстве;Английский — A1 — Начальный;,https://almaty.hh.kz/vacancy/80505076,,
Администратор,8,от 180 000 до 220 000 KZT на руки,ИП Language Training Center,Вакансия опубликована 29 мая 2023 в Астане,"Нур-Султан (Астана), улица Бигельдинова, 6",полный день,Полная занятость,Документооборот;Умение работать в команде;Навыки межличностного общения;Пользователь ПК;Навыки составления отчетности;,https://almaty.hh.kz/vacancy/81256173,,
Мастер по коррекции фигуры,56,от 350 000 до 450 000 KZT до вычета налогов,ИП Винокурова Е.А,Вакансия опубликована 23 мая 2023 в Астане,"Нур-Султан (Астана), улица Малика Габдуллина, 12Б",полный день,Полная занятость,Грамотная речь;Расстановка приоритетов;Умение работать в коллективе;Навыки улаживания конфликтов;Опрятность;Готовность обучаться;Ориентация на клиента;Чистоплотность;Дружелюбность;Продажа услуг;Консультация;Опыт работы с клиентами;,https://almaty.hh.kz/vacancy/69337687,,Медицина
Фасовщица/фасовщик,85,до 150 000 KZT на руки,ТОО JFOOD KAZAKHSTAN,Вакансия опубликована 11 мая 2023 в Астане,"Нур-Султан (Астана), проспект Аль-Фараби, 39",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80299111,,Сервисное обслуживание/производство
Помощник Интернет-Маркетолога,40,от 100 000 до 300 000 KZT до вычета налогов,ТОО BanStroy KZ,Вакансия опубликована 5 мая 2023 в Астане,"Нур-Султан (Астана), улица Иманжусипа Кутпанова, 20",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80145181,,
Менеджер-администратор,8,з/п не указана,Корпоративный фонд University Medical Center,Вакансия опубликована 25 мая 2023 в Астане,"Нур-Султан (Астана), улица Сыганак, 46",полный день,Полная занятость,Организаторские навыки;Работа в команде;Грамотная речь;Управление персоналом;Деловая коммуникация;Английский язык;Административная поддержка руководителя;Руководство коллективом;Исполнение личных поручений руководителя;Административное управление;,https://almaty.hh.kz/vacancy/81011934,,
Помощник бухгалтера,18,от 250 000 до 300 000 KZT на руки,ТОО АМК-Метиз,Вакансия опубликована 12 мая 2023 в Астане,"Алматы, улица Бекмаханова, 96/4",полный день,Полная занятость,Первичная документация;Пользователь ПК;1С: Бухгалтерия;,https://almaty.hh.kz/vacancy/80343708,,Финансы
