Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Мастер по ремонту оборудования,115,от 150 000 до 200 000 руб. на руки,ИП Bakishev,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Усть-Каменогорск,полный день,Полная занятость,Работа в команде;Водительское удостоверение категории B;Водительское удостоверение категории BC;MS Dos;,https://almaty.hh.kz/vacancy/81246042,,Сервисное обслуживание/производство
Менеджер химчистки ковров,40,от 150 000 до 250 000 KZT до вычета налогов,ИП K-Service,Вакансия опубликована 17 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Новаторов, 5",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80559224,,
Экономист отдела снабжения,66,от 205 000 KZT до вычета налогов,ТОО Усть-Каменогоркий конденсаторный завод,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Жакыпбека Малдыбаева, 1",полный день,Полная занятость,Закупки;Английский язык;Закупка товаров и услуг;Планирование закупок;Оптимизация закупок;,https://almaty.hh.kz/vacancy/80079255,,Менеджмент
Мерчендайзер,77,от 160 000 KZT на руки,"Galanz Bottlers, АО",Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Работать в команде;Мобильность;Визуальный мерчандайзинг;,https://almaty.hh.kz/vacancy/81199734,,
Электромонтажник,143,от 300 000 KZT на руки,ТОО Elit Stroy group,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79969766,,Сервисное обслуживание/производство
Торговый представитель,129,от 255 000 KZT на руки,ТОО DELVITA-Алматы,Вакансия опубликована 27 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Мерчендайзинг;работа с текущей базой клиентов;Поиск и привлечение клиентов;Прямые продажи;Активные продажи;Грамотная речь;Работа с дебиторской задолженностью;,https://almaty.hh.kz/vacancy/80019772,,
Слесарь по обслуживанию и ремонту оборудования на подземных горных работах (Алтайский край),111,з/п не указана,Уральская горно-металлургическая компания,Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80920965,,Сервисное обслуживание/производство
Специалист по оборудованию,111,от 120 000 KZT на руки,ТОО Алтын Алма,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 189",полный день,Полная занятость,MS Dos;,https://almaty.hh.kz/vacancy/81232649,,Сервисное обслуживание/производство
Начинающий специалист по подбору персонала/рекрутер,118,от 150 000 до 170 000 KZT на руки,ТОО ExpertFinance,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 189",полный день,Полная занятость,Подбор персонала;Адаптация персонала;Обучение и развитие;Организаторские навыки;Работа в команде;,https://almaty.hh.kz/vacancy/80123629,,Менеджмент
Территориальный агент Beeline,40,от 100 000 до 250 000 KZT на руки,"Beeline, ТМ",Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,Алматы,гибкий график,Частичная занятость,Поиск и привлечение клиентов;Консультация клиентов;Грамотная речь;,https://almaty.hh.kz/vacancy/77831198,,
Помощник юриста,145,от 35 000 руб. на руки,BY business group,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Сатпаева, 7",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80699880,,
Промоутер-консультант/Хостес в табачный бренд,140,от 112 000 до 200 000 KZT на руки,ТОО CONTINEO,Вакансия опубликована 28 мая 2023 в Усть-Каменогорске,Алматы,гибкий график,Частичная занятость,Работа в команде;Проведение презентаций;Ведение переговоров;Грамотная речь;Активные продажи;,https://almaty.hh.kz/vacancy/81025237,,
Вальцовщик холодного металла/Прессовщик на гидропрессах/Станочник,128,от 200 000 до 285 000 KZT до вычета налогов,"АО УМЗ, АО",Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80938792,,Сервисное обслуживание/производство
Бухгалтер по реализации,18,от 150 000 до 160 000 KZT на руки,ТОО Эмиль,Вакансия опубликована 15 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Александра Протозанова, 5",полный день,Полная занятость,1С: Предприятие 8;Знание 1С;1C: Предприятие;Работа с документами постоянного хранения;Работа с документами временного хранения;,https://almaty.hh.kz/vacancy/79997325,,Финансы
Медицинская сестра/медицинский брат,64,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,Алматы,сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;проведение опросов общественного мнения;Работа в условиях многозадачности;,https://almaty.hh.kz/vacancy/79853387,,Медицина
Диспетчер Service Desk,121,до 140 000 KZT на руки,ТОО Logitex,Вакансия опубликована 2 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Грамотная речь;Ведение переговоров;Деловая переписка;Телефонные переговоры;Техническая поддержка;,https://almaty.hh.kz/vacancy/79960883,,
Бухгалтер-стажер,18,от 130 000 до 150 000 KZT на руки,ТОО ExpertFinance,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 189",полный день,Стажировка,Первичная документация;Бухгалтерский учет;Авансовые отчеты;1С: Предприятие 8;Учет поступающих ТМЦ;Пользователь ПК;Работа с большим объемом информации;1C: Зарплата и кадры;1С: Предприятие: Бухгалтерский Учет;Грамотность;Ответственность;,https://almaty.hh.kz/vacancy/80124173,,Финансы
Оператор ресепшен,40,от 109 000 до 109 000 KZT до вычета налогов,АО TECHNODOM Operator (Технодом Оператор),Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80728865,,
Экспедитор,40,от 160 000 до 165 000 KZT до вычета налогов,"Радуга, ТОО (Компания Raduga KDR)",Вакансия опубликована 17 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Работа в команде;Умение принимать решения;Умение работать в коллективе;,https://almaty.hh.kz/vacancy/80583184,,
Уборщик торговых помещений,40,от 140 000 до 140 000 KZT на руки,ТОО Крепёжная застава (сеть магазинов строительных материалов ТНП),Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Казахстан, 159",полный день,Полная занятость,Клининг;Не конфликтность;Умение работать в команде;Опрятность;,https://almaty.hh.kz/vacancy/81070829,,
Оператор производственной линии,85,до 150 000 KZT на руки,ТОО ТАГБЕНТ,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Карла Либкнехта, 21",полный день,Полная занятость,Контроль качества;Работа в команде;Производственный контроль;Производственное планирование;Умение работать в команде;Контроль отгрузок;Организация производства;Уборка;Организация рабочего процесса;,https://almaty.hh.kz/vacancy/80993696,,Сервисное обслуживание/производство
Сервисный инженер,111,з/п не указана,ТОО Neo Service,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80081582,,Сервисное обслуживание/производство
Диспетчер,39,от 115 000 до 115 000 KZT до вычета налогов,ТОО Гелиос,Вакансия опубликована 16 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,MS Outlook;Организаторские навыки;Пользователь ПК;,https://almaty.hh.kz/vacancy/80488571,,
Преподаватель в школу робототехники,132,от 70 000 KZT на руки,ТОО Mutayev & CO,Вакансия опубликована 2 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 9/1",полный день,Частичная занятость,Умение общаться с людьми;Опытный пользователь ПК;Грамотная речь;Творческий подход к работе;Обучение;Работа в команде;Творческое мышление;Умение работать в команде;Грамотность;Индивидуальный подход;,https://almaty.hh.kz/vacancy/79983607,,
Удаленный сотрудник по работе с клиентами,40,от 100 000 до 160 000 KZT до вычета налогов,ТОО Oktrening,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Полная занятость,Грамотная речь;Работа в команде;Грамотность;Работа с большим объемом информации;Деловое общение;,https://almaty.hh.kz/vacancy/79196848,,
Медицинский представитель,65,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Шакарима, 156/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78218155,,Медицина
Машинист-обходчик по турбинному оборудованию,63,от 240 000 KZT на руки,ТОО Усть-Каменогорская ТЭЦ,Вакансия опубликована 16 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, Промышленная улица, 2",сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80487756,,
Помощник машиниста буровой установки,63,от 150 000 до 230 000 KZT на руки,ТОО Корпорация Востокпромгео,Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, Омская улица, 2",Вахтовый метод,Полная занятость,Техническое обслуживание буровой установки;,https://almaty.hh.kz/vacancy/79017817,,
Тайный покупатель,40,з/п не указана,ТОО Staff-UP Consulting Group,Вакансия опубликована 10 мая 2023 в Усть-Каменогорске,Алматы,полный день,Проектная работа/разовое задание,Пользователь ПК;Телефонные переговоры;Ответственность;Аудит;Умение принимать решения;,https://almaty.hh.kz/vacancy/80239876,,
Кухонный работник на посуду,40,от 145 000 KZT на руки,"ТОО Dedeman Oskemen Tavros (Таврос Иртыш Отельджилик, ТОО)",Вакансия опубликована 11 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Работа в команде;Чистоплотность;,https://almaty.hh.kz/vacancy/80269694,,
Торговый представитель,129,з/п не указана,ТОО СВИТ Company 2016,Вакансия опубликована 15 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Абая, 181/3к2",гибкий график,Полная занятость,E9,https://almaty.hh.kz/vacancy/80445482,,
Машинист котлов (Котельная),115,з/п не указана,"Усть-Каменогорские тепловые сети, АО",Вакансия опубликована 2 мая 2023 в Усть-Каменогорске,Г.Усть-Каменогорск,сменный график,Полная занятость,E9,https://almaty.hh.kz/vacancy/78943664,,Сервисное обслуживание/производство
Слесарь-сантехник,115,до 244 000 KZT на руки,АО Aitas KZ,Вакансия опубликована 29 мая 2023 в Усть-Каменогорске,поселок Касым Кайсенов,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/79363068,,Сервисное обслуживание/производство
Грузчик-мерчендайзер,77,от 160 000 до 175 000 KZT до вычета налогов,ТОО Бэст Прайс Казахстан,Вакансия опубликована 28 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Выкладка товаров;Умение работать в команде;Мерчандайзинг;Линейная выкладка товара;Блочная выкладка товара;Зонирование;Точность и внимательность к деталям;,https://almaty.hh.kz/vacancy/80727049,,
Выездной менеджер,129,от 180 000 KZT на руки,ИП МҰҚТАРОВ ДАМИР САПИЯНҰЛЫ VIP-Сервис,Вакансия опубликована 27 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Работа в команде;Деловое общение;Грамотная речь;Русский — C2 — В совершенстве;,https://almaty.hh.kz/vacancy/80924489,,
Торговый представитель,129,от 100 000 KZT на руки,АО Алма Телекоммуникейшнс Казахстан ( ТМ АЛМА-ТВ),Вакансия опубликована 15 мая 2023 в Усть-Каменогорске,Алматы,гибкий график,Частичная занятость,Поиск и привлечение клиентов;работа с текущей базой клиентов;Холодные продажи;Заключение договоров;Активные продажи;,https://almaty.hh.kz/vacancy/79387830,,
Инспектор (Инспекция и отбор проб),79,от 160 000 до 160 000 KZT на руки,ТОО СЖС Казахстан ЛТД,Вакансия опубликована 24 мая 2023 в Усть-Каменогорске,Алматы,сменный график,Полная занятость,Пользователь ПК;Работа в команде;Грамотная речь;Ведение отчетности;Ведение документации;внимательность;Пробоотбор;Инспекция концентратов цветной металлургии;отбор проб;визуальная оценка качества концентрата;казцинк;Дружелюбность;Результат;Разнорабочий;Инспекционные проверки;Желание работать и развиваться;Без опыта;Лаборант;Пробоотборщик;Заполнение документации;Цветная металлургия;,https://almaty.hh.kz/vacancy/78130427,,Наука
Торговый представитель,129,от 170 000 KZT на руки,ИП МҰҚТАРОВ ДАМИР САПИЯНҰЛЫ VIP-Сервис,Вакансия опубликована 27 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,работа с текущей базой клиентов;работа с клиентами;Умение принимать решение;Выездное обслуживание;,https://almaty.hh.kz/vacancy/80924416,,
Специалист по качеству Поиска со знанием казахского языка,40,от 30 000 руб. на руки,Яндекс Крауд,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,Алматы,удаленная работа,Частичная занятость,E9,https://almaty.hh.kz/vacancy/79890398,,
Специалист по взысканию просроченной задолженности,146,от 120 000 до 400 000 KZT на руки,ТОО Коллекторское агентство Эксперт,Вакансия опубликована 12 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Казахстан, 159",полный день,Полная занятость,Грамотная речь;Работа в команде;Телефонные переговоры;Деловое общение;Грамотность;,https://almaty.hh.kz/vacancy/80330874,,
Электромонтер по ремонту и обслуживанию электрооборудования,143,от 200 000 KZT на руки,ТОО Эмиль,Вакансия опубликована 18 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Александра Протозанова, 5",полный день,Полная занятость,Монтаж электрооборудования;Ремонт электрооборудования;Обслуживание электрооборудования;,https://almaty.hh.kz/vacancy/80641690,,Сервисное обслуживание/производство
Слесарь по обслуживанию и ремонту оборудования на подземных горных работах,115,з/п не указана,Уральская горно-металлургическая компания,Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80697387,,Сервисное обслуживание/производство
Электрик,143,от 170 000 KZT до вычета налогов,ТОО Гелиос,Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/81025382,,Сервисное обслуживание/производство
Слесарь КИПиА (ЗПП),115,до 255 000 KZT до вычета налогов,АО Aitas KZ,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Чтение электросхем;Работа с электроинструментом;Пользователь ПК;Техническая грамотность;Работа с измерительными приборами;,https://almaty.hh.kz/vacancy/80075542,,Сервисное обслуживание/производство
Бухгалтер,18,от 100 000 до 130 000 KZT на руки,ТОО Лучшая Бухгалтерская Компания,Вакансия опубликована 28 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, улица Кабанбай Батыра, 51",полный день,Полная занятость,Кассовые операции;Первичная документация;1C: Бухгалтерия;1С: Предприятие 8;,https://almaty.hh.kz/vacancy/80091097,,Финансы
Инженер по качеству колбасного завода,44,до 175 000 KZT на руки,АО Aitas KZ,Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,Алматы,сменный график,Полная занятость,Управление качеством;Офисные программы;Высшее образование;Контроль качества;Работа с претензиями;,https://almaty.hh.kz/vacancy/80699903,,Сервисное обслуживание/производство
Лаборант,79,з/п не указана,"ТОО Олимп КДЛ, ТМ (ТОО Мырза Хан)",Вакансия опубликована 25 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Шакарима, 156/1",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/78895983,,Наука
Пекарь,94,з/п не указана,ТОО MAGNUM. Защита активов и предотвращение потерь/Активтерді қорғау және шығындарды болдырмау,Вакансия опубликована 10 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80229477,,
Эксперт-оценщик,40,от 160 000 до 160 000 KZT на руки,ТОО М-Ломбард,Вакансия опубликована 10 мая 2023 в Усть-Каменогорске,Алматы,сменный график,Полная занятость,Работа в команде;Грамотная речь;Обучение персонала;Ориентация на результат;Умение работать в команде;,https://almaty.hh.kz/vacancy/80227255,,
Электрогазосварщик,109,з/п не указана,"Усть-Каменогорские тепловые сети, АО",Вакансия опубликована 12 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Сварочные работы;Ремонтные работы;Техническое обслуживание;,https://almaty.hh.kz/vacancy/79336543,,Сервисное обслуживание/производство
Электрик,143,от 200 000 KZT на руки,"ТОО Багратион Улан, ТОО",Вакансия опубликована 3 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80015730,,Сервисное обслуживание/производство
Технолог пищевого производства,49,з/п не указана,ТОО Азия Кус,Вакансия опубликована 4 мая 2023 в Усть-Каменогорске,Усть-Каменогорск,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80101692,,Сервисное обслуживание/производство
Электромеханик связи,111,от 170 000 KZT до вычета налогов,АО Транстелеком,Вакансия опубликована 5 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80134085,,Сервисное обслуживание/производство
Инженер-проектировщик электротехнического/сантехнического отдела УПКИ,48,от 170 000 до 280 000 KZT до вычета налогов,"АО УМЗ, АО",Вакансия опубликована 23 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,AutoCAD;Разработка проектной документации;Проектная документация;Разработка технических заданий;Проектирование;,https://almaty.hh.kz/vacancy/80889329,,Сервисное обслуживание/производство
Мясник-обвальщик,40,з/п не указана,ТОО MAGNUM. Команда магазинов/Дүкендер командасы,Вакансия опубликована 10 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80229358,,
Слесарь по ремонту оборудования котельных и пылеприготовительных цехов,115,от 250 000 KZT на руки,ТОО Усть-Каменогорская ТЭЦ,Вакансия опубликована 16 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, Промышленная улица, 2",полный день,Полная занятость,Ремонтные работы;Работа в команде;,https://almaty.hh.kz/vacancy/80487186,,Сервисное обслуживание/производство
Ведущий кредитный администратор в отдел кредитного администрирования,40,з/п не указана,АО Нурбанк,Вакансия опубликована 17 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Банковское дело;Умение работать в коллективе;Ответственный подход к работе;,https://almaty.hh.kz/vacancy/80575551,,
Электромонтажник,143,от 170 000 до 250 000 KZT на руки,ТОО ВК Синтез,Вакансия опубликована 27 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, проспект Шакарым, 5/2",полный день,Полная занятость,Монтаж оборудования;Работа в команде;Электромонтажные работы;Монтаж инженерных систем;,https://almaty.hh.kz/vacancy/79599627,,Сервисное обслуживание/производство
Менеджер абонентского отдела,40,от 100 000 KZT на руки,ТОО GAS IMPEX KZ,Вакансия опубликована 19 мая 2023 в Усть-Каменогорске,"Павлодар, Восточный промышленный район, 1637",полный день,Полная занятость,E9,https://almaty.hh.kz/vacancy/80719878,,
Слесарь по ремонту и обслуживанию парогазотурбинного оборудования,115,от 250 000 KZT на руки,ТОО Усть-Каменогорская ТЭЦ,Вакансия опубликована 16 мая 2023 в Усть-Каменогорске,"Усть-Каменогорск, Промышленная улица, 2",полный день,Полная занятость,Ремонтные работы;Работа в команде;Умение принимать решения;,https://almaty.hh.kz/vacancy/80487286,,Сервисное обслуживание/производство
"Мерчендайзер-грузчик (Мызы, 2/3)",77,от 160 000 до 175 000 KZT до вычета налогов,ТОО Бэст Прайс Казахстан,Вакансия опубликована 3 мая 2023 в Усть-Каменогорске,Алматы,полный день,Полная занятость,Мерчандайзинг;Приемка груза;,https://almaty.hh.kz/vacancy/80053609,,
