Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Газосварщик,Строительство и архитектура,от 103 500 тенге,"""STEP UP""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Кислородная резка металлов;,https://enbek.kz/ru/vacancy/gazosvarshchik~2873391,Первое рабочее место,Строительство и архитектура
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"""STEP UP""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2873393,Первое рабочее место,Журналистика
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,"""STEP UP""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~2873392,Первое рабочее место,Журналистика
Газосварщик,Строительство и архитектура,от 103 500 тенге,"""STEP UP""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Кислородная резка металлов;,https://enbek.kz/ru/vacancy/gazosvarshchik~2873390,Первое рабочее место,Строительство и архитектура
Воспитатель,Образование и воспитание,от 103 500 тенге,АЙ-БӨБЕК,Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Проведение занятия для творческого развития детей;,https://enbek.kz/ru/vacancy/vospitatel~2873267,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент экономических расследований по Северо-Казахстанской области Агентства Республики Казахстан по финансовому мониторингу""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2872833,Молодежная практика,Менеджмент
Архитектор,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление строительства, архитектуры и градостроительства акимата Северо-Казахстанской области""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Определение элементов архитектуры системы;,https://enbek.kz/ru/vacancy/arkhitektor~2861530,Молодежная практика,Строительство и архитектура
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,ИП КУНЕНОВА ГАЛИЯ КАНЫШЕВНА,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2847339,Молодежная практика,
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление энергетики и жилищно-коммунального хозяйства акимата Северо-Казахстанской области""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2855521,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент внутреннего государственного аудита по Северо-Казахстанской области Комитета внутреннего государственного аудита Министерства финансов Республики Казахстан""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Работа с претензиями;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2855779,Молодежная практика,Юриспруденция
Финансист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент внутреннего государственного аудита по Северо-Казахстанской области Комитета внутреннего государственного аудита Министерства финансов Республики Казахстан""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/finansist~2855781,Молодежная практика,Финансы
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление государственного архитектурно-строительного контроля и лицензирования акимата Северо-Казахстанской области""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Знание основ техники безопасности на строительной площадке;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2855891,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 91 890 тенге,"республиканское государственное учреждение ""Есильская межобластная бассейновая инспекция рыбного хозяйства Комитета рыбного хозяйства Министерства экологии, геологии и природных ресурсов Республики Казахстан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Владение ПК и методами проектирования технологических процессов;,https://enbek.kz/ru/vacancy/yurist~2854437,Молодежная практика,Юриспруденция
Эколог,Наука и консалтинг,от 91 890 тенге,"республиканское государственное учреждение ""Есильская межобластная бассейновая инспекция рыбного хозяйства Комитета рыбного хозяйства Министерства экологии, геологии и природных ресурсов Республики Казахстан""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Владение ПК и методами проектирования технологических процессов;,https://enbek.kz/ru/vacancy/ekolog~2854438,Молодежная практика,Наука
Оператор автоматических и полуавтоматических линий станков и установок,Производство,от 103 500 тенге,CREATIV KZ,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Установка режимов работы оборудования;,https://enbek.kz/ru/vacancy/operator-avtomaticheskikh-i-poluavtomaticheskikh-linii-stankov-i-ustanovok~2847098,Молодежная практика,Сервисное обслуживание/производство
Техник по обслуживанию компьютерных сетей и систем,IT и телекоммуникации,от 103 500 тенге,Республиканское государственное учреждение «Департамент Комитета труда и социальной защиты Министерства труда и социальной защиты населения Республики Казахстан по Северо- Казахстанской области»,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/tekhnik-po-obsluzhivaniyu-kompyuternykh-setei-i-sistem~2855985,Молодежная практика,IT
Помощник юриста,Юриспруденция,от 103 500 тенге,Республиканское государственное учреждение «Департамент Комитета труда и социальной защиты Министерства труда и социальной защиты населения Республики Казахстан по Северо- Казахстанской области»,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Ведение документации и формирование отчетности;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2855986,Молодежная практика,Юриспруденция
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Торговый Дом Геоскан-Казахстан""",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2846877,Молодежная практика,Менеджмент
Учитель русского языка и литературы,Образование и воспитание,от 103 500 тенге,ИП КУНЕНОВА ГАЛИЯ КАНЫШЕВНА,Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Владение современными технологиями и методиками преподавания;,https://enbek.kz/ru/vacancy/uchitel-russkogo-yazyka-i-literatury~2847322,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Бухгалтерская фирма ГАРАНТ""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2857547,Первое рабочее место,Финансы
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""МОБИЛАКС""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/smm-menedzher~2857227,Первое рабочее место,Журналистика
Тренер-преподаватель по спорту,Культура и спорт,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/trener-prepodavatel-po-sportu~2856483,Первое рабочее место,
Административный секретарь,HR и секретариат,от 103 500 тенге,"ИП ""Step by step""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,"Учет и хранение, передача документов в подразделения;",https://enbek.kz/ru/vacancy/administrativnyi-sekretar~2856484,Первое рабочее место,Менеджмент
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление государственной инспекции труда акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Ответственность;,https://enbek.kz/ru/vacancy/yurist~2856133,Молодежная практика,Юриспруденция
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Северо-Казахстанская областная территориальная инспекция Комитета ветеринарного контроля и надзора Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2855541,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Северо-Казахстанская областная территориальная инспекция Комитета ветеринарного контроля и надзора Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2855540,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,ЧАСТНЫЙ НОТАРИУС ТАНОВА САУЛЕ КАНАТОВНА,Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2855327,Молодежная практика,Юриспруденция
Учитель физики,Образование и воспитание,от 103 500 тенге,"Коммунальное государственное учреждение ""Областная специализированная гимназия-интернат для одаренных детей имени Абу Досмухамбетова"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-fiziki~2855158,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление природных ресурсов и регулирования природопользования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2855124,Молодежная практика,Финансы
Эколог,Энергетика,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление природных ресурсов и регулирования природопользования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Предупреждение и предотвращение загрязнения окружающей среды;,https://enbek.kz/ru/vacancy/ekolog~2855125,Молодежная практика,Сервисное обслуживание/производство
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление природных ресурсов и регулирования природопользования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2855123,Молодежная практика,Юриспруденция
Помощник юриста,Юриспруденция,от 103 500 тенге,ЧАСТНЫЙ НОТАРИУС ПИЛЬТЯЕВА НАТАЛЬЯ ВЛАДИМИРОВНА,Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2855011,Молодежная практика,Юриспруденция
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Общественное объединение ""Неправительственная организация ""Туған жер""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2854894,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Общественное объединение ""Неправительственная организация ""The Last Hope""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2854891,Молодежная практика,Юриспруденция
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Высший строительно-экономический колледж"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Знание основ техники безопасности на строительной площадке;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2844227,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Высший строительно-экономический колледж"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2844228,Молодежная практика,Юриспруденция
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное казенное предприятие ""Высший строительно-экономический колледж"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2844229,Молодежная практика,Финансы
Инженер по телекоммуникациям,IT и телекоммуникации,от 103 500 тенге,"Объединение ""Дивизион ""Сеть"" - филиал акционерного общества ""Казахтелеком""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Сбор и анализ исходных данных для развития и оптимизации сети связи;,https://enbek.kz/ru/vacancy/inzhener-po-telekommunikaciyam~2845867,Молодежная практика,IT
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление Комитета по правовой статистике и специальным учетам Генеральной прокуратуры Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2854691,Молодежная практика,Юриспруденция
Помощник инженера-строителя,Строительство и архитектура,от 103 500 тенге,"Коммунальное государственное учреждение «Отдел строительства, архитектуры и градостроительства акимата города Петропавловска»",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Контроль качества, мониторинг состояния и работы инженерных систем, оборудования;",https://enbek.kz/ru/vacancy/pomoshchnik-inzhenera-stroitelya~2854507,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Отдел жилищной инспекции акимата города Петропавловска""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yurist~2854513,Молодежная практика,Юриспруденция
Эколог,Производство,от 103 500 тенге,"республиканское государственное учреждение ""Есильская межобластная бассейновая инспекция рыбного хозяйства Комитета рыбного хозяйства Министерства экологии, геологии и природных ресурсов Республики Казахстан""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Соблюдение экологической безопасности процессов, объектов и продукции аквакультуры;",https://enbek.kz/ru/vacancy/ekolog~2854430,Молодежная практика,Сервисное обслуживание/производство
Слесарь по сборке металлоконструкций,Производство,от 103 500 тенге,ИП САМАРХАН АСЫЛХАН ЕРКЕБУЛАНҰЛЫ,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Шлифовальная обработка и доводка деталей;,https://enbek.kz/ru/vacancy/slesar-po-sborke-metallokonstrukcii~2854390,Молодежная практика,Сервисное обслуживание/производство
Сварщик,Строительство и архитектура,от 103 500 тенге,ИП САМАРХАН АСЫЛХАН ЕРКЕБУЛАНҰЛЫ,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Ручная дуговая сварка плавящимся покрытым электродом (РДС) сварных швов элементов конструкции (изделий, узлов, деталей);",https://enbek.kz/ru/vacancy/svarshchik~2854391,Молодежная практика,Строительство и архитектура
Слесарь по сборке металлоконструкций,Производство,от 103 500 тенге,ИП САМАРХАН АСЫЛХАН ЕРКЕБУЛАНҰЛЫ,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Слесарная обработка деталей;,https://enbek.kz/ru/vacancy/slesar-po-sborke-metallokonstrukcii~2854393,Первое рабочее место,Сервисное обслуживание/производство
Сварщик,Строительство и архитектура,от 103 500 тенге,ИП САМАРХАН АСЫЛХАН ЕРКЕБУЛАНҰЛЫ,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Контактная сварка;,https://enbek.kz/ru/vacancy/svarshchik~2854394,Первое рабочее место,Строительство и архитектура
Инженер на производстве,Производство,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление предпринимательства и индустриально-инновационного развития акимата Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организационно-технические мероприятия и ведение записей;,https://enbek.kz/ru/vacancy/inzhener-na-proizvodstve~2854371,Молодежная практика,Сервисное обслуживание/производство
Финансист,Финансы и бухучет,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление предпринимательства и индустриально-инновационного развития акимата Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Экономический анализ хозяйственно-финансовой деятельности;,https://enbek.kz/ru/vacancy/finansist~2854372,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Управление предпринимательства и индустриально-инновационного развития акимата Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2854373,Молодежная практика,Юриспруденция
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Rehab Medical Center""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Подготовка пациента к лечению;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2854361,Первое рабочее место,Медицина
Инструктор по физической культуре,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Rehab Medical Center""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Проведение групповых и индивидуальных занятий;,https://enbek.kz/ru/vacancy/instruktor-po-fizicheskoi-kulture~2854362,Первое рабочее место,
Делопроизводитель,HR и секретариат,от 91 890 тенге,"Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Институт судебных экспертиз по Северо-Казахстанской области",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2854354,Молодежная практика,Менеджмент
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад ""Ивушка"" коммунального государственного учреждения ""Отдел образования города Петропавловска"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,работа с детьми с особыми ротребностями;,https://enbek.kz/ru/vacancy/logoped-defektolog~2854204,Молодежная практика,
Учитель музыки,Образование и воспитание,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад ""Ивушка"" коммунального государственного учреждения ""Отдел образования города Петропавловска"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Внедряет инновационный педагогический опыт в практику работы с детьми;,https://enbek.kz/ru/vacancy/uchitel-muzyki~2854203,Молодежная практика,
Воспитатель,Образование и воспитание,от 103 500 тенге,"Государственное коммунальное казенное предприятие ""Ясли-сад ""Ивушка"" коммунального государственного учреждения ""Отдел образования города Петропавловска"" коммунального государственного учреждения ""Управление образования акимата Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2854200,Молодежная практика,
Учитель начальных классов,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Учебно-репетиторский центр ""Учазия""""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Игра с детьми;,https://enbek.kz/ru/vacancy/uchitel-nachalnykh-klassov~2854193,Молодежная практика,
Делопроизводитель,HR и секретариат,от 103 500 тенге,частный судебный исполнитель Садаева Мадина Аяновна,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2854148,Молодежная практика,Менеджмент
Помощник юриста,Юриспруденция,от 103 500 тенге,частный судебный исполнитель Садаева Мадина Аяновна,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Представительство в суде по гражданским делам предприятия;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2854149,Молодежная практика,Юриспруденция
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Smart City NK""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2854026,Молодежная практика,Менеджмент
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Коммунальное государственное учреждение ""Аппарат акима города Петропавловска""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Испытание узлов и деталей для промышленного робота;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2853319,Молодежная практика,IT
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Коммунальное государственное учреждение ""Аппарат акима города Петропавловска""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2853320,Молодежная практика,Менеджмент
Помощник юриста,Юриспруденция,от 103 500 тенге,"Коммунальное государственное учреждение ""Аппарат акима города Петропавловска""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Анализ законодательных требований и стандартов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2853321,Молодежная практика,Юриспруденция
Мастер-механик по техническому обслуживанию и ремонту,Производство,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Петропавловский электротехнический завод""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ремонт электрических и электронных систем металлорежущих станков;,https://enbek.kz/ru/vacancy/master-mekhanik-po-tekhnicheskomu-obsluzhivaniyu-i-remontu~2853114,Молодежная практика,Сервисное обслуживание/производство
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Бухгалтерская фирма ГАРАНТ""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter~2852080,Молодежная практика,Финансы
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Судебной администрации Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2850731,Молодежная практика,Журналистика
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Судебной администрации Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ведение учебной документации;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2850730,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Судебной администрации Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2850729,Молодежная практика,Юриспруденция
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Судебной администрации Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2850727,Молодежная практика,IT
Финансист,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Судебной администрации Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Финансовое планирование;,https://enbek.kz/ru/vacancy/finansist~2850726,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Судебной администрации Республики Казахстан по Северо-Казахстанской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ведение делопроизводства;,https://enbek.kz/ru/vacancy/deloproizvoditel~2850725,Молодежная практика,Менеджмент
Помощник юриста,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент юстиции Северо-Казахстанской области Министерства юстиции Республики Казахстан""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Анализ законодательных требований и стандартов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2850974,Молодежная практика,Юриспруденция
Работник архива,HR и секретариат,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/rabotnik-arkhiva~2850772,Молодежная практика,Менеджмент
IT-дизайнер,IT и телекоммуникации,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Планирование и выполнение работ по системному анализу;,https://enbek.kz/ru/vacancy/it-dizainer~2850771,Молодежная практика,IT
Бухгалтер-ревизор,Финансы и бухучет,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организация и проведение сертификационных мероприятий и инспекционных аудитов;,https://enbek.kz/ru/vacancy/bukhgalter-revizor~2850773,Молодежная практика,Финансы
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Эксплуатация контрольно-кассовой техники (ККТ), выполнение расчета с покупателями;",https://enbek.kz/ru/vacancy/bukhgalter-kassir~2850774,Молодежная практика,Финансы
Делопроизводитель,HR и секретариат,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/deloproizvoditel~2850775,Молодежная практика,Менеджмент
Техник-программист,IT и телекоммуникации,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Исправление неисправностей компьютеров, периферийного оборудования и программного обеспечения;",https://enbek.kz/ru/vacancy/tekhnik-programmist~2850776,Молодежная практика,IT
Помощник юриста,Юриспруденция,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2850777,Молодежная практика,Юриспруденция
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Негосударственное учреждение образования ""Гуманитарно-технический колледж"" (ГТК)",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Знание основ техники безопасности на строительной площадке;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2850780,Молодежная практика,Строительство и архитектура
