Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости,Специальность
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП  Алма,Вакансия опубликована 30.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2877774,Первое рабочее место,Финансы
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,ИП ЖУМАБАЕВА ЛАУРА МУРАТОВНА,Вакансия опубликована 29.01.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2884024,Молодежная практика,
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,ИП ЖУМАБАЕВА ЛАУРА МУРАТОВНА,Вакансия опубликована 28.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~2883824,Первое рабочее место,
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Эверест Секьюрити""",Вакансия опубликована 27.01.2023,Адреса нет,полный день,Проектная работа,Заключение договоров и контрактов;,https://enbek.kz/ru/vacancy/yuriskonsult~2882452,Молодежная практика,Юриспруденция
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Эверест Секьюрити""",Вакансия опубликована 27.01.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2882453,Молодежная практика,Финансы
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Агрофирма ""Коквест""",Вакансия опубликована 27.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2882046,Молодежная практика,Финансы
Техник-программист,IT и телекоммуникации,от 103 500 тенге,Help24,Вакансия опубликована 26.01.2023,Адреса нет,полный день,Проектная работа,Проведение технического обслуживания компьютеров и периферийного оборудования и их эксплуатация;,https://enbek.kz/ru/vacancy/tekhnik-programmist~2881631,Первое рабочее место,IT
Детский психолог,Образование и воспитание,от 103 500 тенге,"ИП ""Исламов А Б""",Вакансия опубликована 26.01.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/detskii-psikholog~2881555,Молодежная практика,
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""Исламов А Б""",Вакансия опубликована 26.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2881556,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""АЗИЗ-ПРОЕКТ""",Вакансия опубликована 25.01.2023,Адреса нет,полный день,Проектная работа,"Регистрация юридических лиц, эмиссий ценных акций;",https://enbek.kz/ru/vacancy/yurist~2877162,Молодежная практика,Юриспруденция
Оператор-швея,Производство,от 103 500 тенге,IIDEALLUXX,Вакансия опубликована 25.01.2023,Адреса нет,полный день,Проектная работа,Раскрой материалов;,https://enbek.kz/ru/vacancy/operator-shveya~2865395,Первое рабочее место,Сервисное обслуживание/производство
Учитель технологии,Образование и воспитание,от 103 500 тенге,IIDEALLUXX,Вакансия опубликована 25.01.2023,Адреса нет,полный день,Проектная работа,Развитие творческих способностей учащихся;,https://enbek.kz/ru/vacancy/uchitel-tekhnologii~2865396,Молодежная практика,
Арматурщик (строительно-монтажные и строительно-ремонтные работы),Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Qazaq Trade com""",Вакансия опубликована 24.01.2023,Адреса нет,полный день,Проектная работа,Проведение строительно-монтажных работ;,https://enbek.kz/ru/vacancy/armaturshchik-(stroitelno-montazhnye-i-stroitelno-remontnye-raboty)~2875549,Первое рабочее место,Строительство и архитектура
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ИП Бақытжанова,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2868543,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""NTR Строй Проект""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2843750,Молодежная практика,Финансы
Администратор клиники,Медицина и фармацевтика,от 103 500 тенге,ИП Бақытжанова,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Ведение записей о пациентах;,https://enbek.kz/ru/vacancy/administrator-kliniki~2868544,Первое рабочее место,Медицина
Бухгалтер,Финансы и бухучет,от 91 890 тенге,"Товарищество с ограниченной ответственностью ""NS Safety Center""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2870022,Молодежная практика,Финансы
Юрист,Юриспруденция,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Актобе Фудс""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~2849521,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Актобе Фудс""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Внедрение плановой и учетной документации;,https://enbek.kz/ru/vacancy/ekonomist~2849522,Молодежная практика,Финансы
Биотехнолог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Актобе Фудс""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Оценка причин и факторов риска возникновения и распространения инфекционных и неинфекционных заболеваний;,https://enbek.kz/ru/vacancy/biotekhnolog~2849523,Молодежная практика,Наука
Специалист по сопровождению программного обеспечения,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Отдел сельского хозяйства города Актобе""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Работа с программным обеспечением;,https://enbek.kz/ru/vacancy/specialist-po-soprovozhdeniyu-programmnogo-obespecheniya~2869336,Молодежная практика,IT
Эколог,Наука и консалтинг,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ABC Engineering""",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Охрана окружающей среды и экологической безопасности;,https://enbek.kz/ru/vacancy/ekolog~2859237,Молодежная практика,Наука
Юрист,Юриспруденция,от 103 500 тенге,ИП Бастау,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yurist~2861300,Молодежная практика,Юриспруденция
Инженер по автоматизации,IT и телекоммуникации,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""PetroRetail"" по Актюбинской области",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Работа с информационными системами и базами данных;,https://enbek.kz/ru/vacancy/inzhener-po-avtomatizacii~2861752,Молодежная практика,IT
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""PetroRetail"" по Актюбинской области",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2861753,Молодежная практика,Финансы
Слесарь-электрик по ремонту электрооборудования,"Нефть, газ, добыча ресурсов",от 103 500 тенге,"Филиал Товарищества с ограниченной ответственностью ""PetroRetail"" по Актюбинской области",Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Монтаж и ремонт электроустановок и электрооборудования;,https://enbek.kz/ru/vacancy/slesar-elektrik-po-remontu-elektrooborudovaniya~2861754,Молодежная практика,
Офис-менеджер,HR и секретариат,от 103 500 тенге,AzizGroup,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Организация работы офиса;,https://enbek.kz/ru/vacancy/ofis-menedzher~2861847,Первое рабочее место,Менеджмент
Делопроизводитель,HR и секретариат,от 103 500 тенге,AzizGroup,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Организация документооборота;,https://enbek.kz/ru/vacancy/deloproizvoditel~2861848,Первое рабочее место,Менеджмент
Главный строитель,Строительство и архитектура,от 103 500 тенге,КАДИРОВ ТУРСИНБЕК АДИЛБЕКОВИЧ,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Руководство работниками участка строительства;,https://enbek.kz/ru/vacancy/glavnyi-stroitel~2862041,Первое рабочее место,Строительство и архитектура
Бетонщик,Строительство и архитектура,от 103 500 тенге,КАДИРОВ ТУРСИНБЕК АДИЛБЕКОВИЧ,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Наблюдение за состоянием поверхности бетона и штрабного бетона;,https://enbek.kz/ru/vacancy/betonshchik~2862042,Первое рабочее место,Строительство и архитектура
Бухгалтер,Финансы и бухучет,от 103 500 тенге,КАДИРОВ ТУРСИНБЕК АДИЛБЕКОВИЧ,Вакансия опубликована 23.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2862043,Молодежная практика,Финансы
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,"ИП ""КУДАЙБЕРГЕНОВ С.Б""",Вакансия опубликована 21.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2868354,Молодежная практика,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,Лимон,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2844278,Первое рабочее место,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"ИП ""Ақсейіл""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2866665,Первое рабочее место,Медицина
SMM-менеджер,Маркетинг и СМИ,от 103 500 тенге,"ИП ""Ақсейіл""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,"Поиск, сбор и анализ информации;",https://enbek.kz/ru/vacancy/smm-menedzher~2866666,Первое рабочее место,Журналистика
Бухгалтер-ревизор,Финансы и бухучет,от 103 500 тенге,"ИП ""Ақсейіл""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Ведение производственного аудита;,https://enbek.kz/ru/vacancy/bukhgalter-revizor~2866668,Первое рабочее место,Финансы
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 103 500 тенге,"ИП ""Ақсейіл""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Амбулаторный прием и обслуживание больных на дому;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~2866674,Молодежная практика,Медицина
Учитель иностранного языка,Образование и воспитание,от 103 500 тенге,Дуйсембина,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~2858375,Молодежная практика,
Преподаватель ритмики и хореографии,Образование и воспитание,от 103 500 тенге,Дуйсембина,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Основы музыкальной грамоты и хореографии;,https://enbek.kz/ru/vacancy/prepodavatel-ritmiki-i-khoreografii~2858374,Молодежная практика,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,Дуйсембина,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Описание информационных и математических моделей;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2858376,Молодежная практика,
Учитель казахского языка и литературы,Образование и воспитание,от 103 500 тенге,Дуйсембина,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на казахском языке;,https://enbek.kz/ru/vacancy/uchitel-kazakhskogo-yazyka-i-literatury~2858381,Первое рабочее место,
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""КазНурГаз""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2866123,Молодежная практика,Финансы
Техник-строитель,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""МастИнжПроект""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Управление полным циклом строительства;,https://enbek.kz/ru/vacancy/tekhnik-stroitel~2866043,Молодежная практика,Строительство и архитектура
Архитектор,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""МастИнжПроект""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Обеспечение корректности и оптимальности архитектуры проекта;,https://enbek.kz/ru/vacancy/arkhitektor~2843659,Молодежная практика,Строительство и архитектура
Архитектор-дизайнер,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""МастИнжПроект""",Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Разработка проектной документации;,https://enbek.kz/ru/vacancy/arkhitektor-dizainer~2843660,Молодежная практика,Строительство и архитектура
Бухгалтер (средней квалификации),Финансы и бухучет,от 103 500 тенге,ИП ШАУДИРОВА Н Т,Вакансия опубликована 20.01.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/bukhgalter-(srednei-kvalifikacii)~2865393,Первое рабочее место,Финансы
Бригадир цеха,Строительство и архитектура,от 103 500 тенге,ИП ЕРГАЛИЕВА АЙЗАДА АВГУСТОВНА,Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Технологическое сопровождение строительного производства;,https://enbek.kz/ru/vacancy/brigadir-cekha~2865315,Первое рабочее место,Строительство и архитектура
Монтажник окон,Строительство и архитектура,от 103 500 тенге,ИП ОҢҒАРОВ Е.,Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Проверка готовности художественно-декорационного оформления;,https://enbek.kz/ru/vacancy/montazhnik-okon~2865312,Первое рабочее место,Строительство и архитектура
Программист 1С,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""TLK Logistic""",Вакансия опубликована 19.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-1s~2854227,Первое рабочее место,IT
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,"Общественное объединение ""Ассоциация родителей детей с аутизмом по Актюбинской области ""РАСтемка""",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped-defektolog~2849503,Молодежная практика,
Психолог,Медицина и фармацевтика,от 103 500 тенге,"Общественное объединение ""Ассоциация родителей детей с аутизмом по Актюбинской области ""РАСтемка""",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Исследование динамики психических нарушений;,https://enbek.kz/ru/vacancy/psikholog~2849504,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Шарықтау шыңы""",Вакансия опубликована 18.01.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2850050,Молодежная практика,
Медицинская сестра (высокой квалификации),Медицина и фармацевтика,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Нур-Султан 55""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,"Амбулаторный прием, оформление медицинской документации;",https://enbek.kz/ru/vacancy/medicinskaya-sestra-(vysokoi-kvalifikacii)~2858192,Молодежная практика,Медицина
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Нур-Султан 55""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,"Сотрудничество с родителями, социальными партнерами;",https://enbek.kz/ru/vacancy/vospitatel~2858193,Молодежная практика,
Хореограф,Культура и спорт,от 103 500 тенге,Умирзакова Б.Б,Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Владение методологией творческого процесса в танцевальном коллективе;,https://enbek.kz/ru/vacancy/khoreograf~2856788,Молодежная практика,
Юрист,Юриспруденция,от 103 500 тенге,"Корпоративный фонд ""Актобе"" общественного объединения ""Казахское общество слепых""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2853350,Молодежная практика,Юриспруденция
Воспитатель,Образование и воспитание,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Лавира""",Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Умение выстраивать коммуникацию на нескольких языках;,https://enbek.kz/ru/vacancy/vospitatel~2852743,Первое рабочее место,
Учитель математики (алгебра и геометрия),Образование и воспитание,от 103 500 тенге,"ИП   ""Учебно-инновационный центр  ""Online"" """,Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Планирование учебного занятия;,https://enbek.kz/ru/vacancy/uchitel-matematiki-(algebra-i-geometriya)~2844386,Первое рабочее место,
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП   ""Учебно-инновационный центр  ""Online"" """,Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Организация бухгалтерского учета и финансово-хозяйственной деятельности;,https://enbek.kz/ru/vacancy/bukhgalter~2844390,Молодежная практика,Финансы
Педагог-организатор,Образование и воспитание,от 103 500 тенге,"ИП   ""Учебно-инновационный центр  ""Online"" """,Вакансия опубликована 17.01.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-organizator~2844391,Молодежная практика,
Кондитер,Производство,от 103 500 тенге,ИП Медина,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Производство кондитерских изделий;,https://enbek.kz/ru/vacancy/konditer~2853054,Молодежная практика,Сервисное обслуживание/производство
Юрисконсульт,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Отдел предпринимательства города Актобе""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ведение и составление документов;,https://enbek.kz/ru/vacancy/yuriskonsult~2854587,Молодежная практика,Юриспруденция
Инженер проектировщик (зданий),Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ANK Qurylys""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Подготовка документов о завершении работ по строительству сооружений;,https://enbek.kz/ru/vacancy/inzhener-proektirovshchik-(zdanii)~2854133,Молодежная практика,Строительство и архитектура
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ANK Qurylys""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Учет денежных средств;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2854134,Молодежная практика,Финансы
Инженер-проектировщик,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""ANK Qurylys""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Оформление и комплектация градостроительной документации;,https://enbek.kz/ru/vacancy/inzhener-proektirovshchik~2854135,Молодежная практика,Строительство и архитектура
Оценщик недвижимости,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Global Capital - WN""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Изучение спроса и предложений на рынке недвижимости;,https://enbek.kz/ru/vacancy/ocenshchik-nedvizhimosti~2853558,Молодежная практика,Финансы
Педагог начальной школы,Образование и воспитание,от 103 500 тенге,ЖК КУСТАНОВА САУЛЕ ЕСЕНГЕЛЬДИЕВНА,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Организация учебно-воспитательного процесса;,https://enbek.kz/ru/vacancy/pedagog-nachalnoi-shkoly~2853380,Молодежная практика,
Маркетолог,Маркетинг и СМИ,от 103 500 тенге,ИП РУБИН,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~2850146,Первое рабочее место,Журналистика
Геодезист,Строительство и архитектура,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Георельеф""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Проведение геодезических работ;,https://enbek.kz/ru/vacancy/geodezist~2852188,Молодежная практика,Строительство и архитектура
Инженер-строитель,Строительство и архитектура,от 103 500 тенге,"Государственное учреждение ""Управление государственного архитектурно-строительного контроля Актюбинской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Разработка проектно-сметной документации;,https://enbek.kz/ru/vacancy/inzhener-stroitel~2851531,Молодежная практика,Строительство и архитектура
Юрист,Юриспруденция,от 103 500 тенге,"Государственное учреждение ""Управление государственного архитектурно-строительного контроля Актюбинской области""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Рассмотрение жалоб и претензий по спорным вопросам;,https://enbek.kz/ru/vacancy/yurist~2851530,Молодежная практика,Юриспруденция
Преподаватель языковой школы,Образование и воспитание,от 103 500 тенге,"ИП ""LinguaSchool""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/prepodavatel-yazykovoi-shkoly~2840810,Первое рабочее место,
Кредитный агент,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""R-Finance""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,"Консультирование клиентов о продуктах, ценах, наличии или условии кредитования;",https://enbek.kz/ru/vacancy/kreditnyi-agent~2841424,Первое рабочее место,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,ИП АБДРАМАНОВ,Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~2842503,Молодежная практика,Финансы
Программист 1С,IT и телекоммуникации,от 103 500 тенге,"Государственное учреждение ""Отдел занятости и социальных программ города Актобе""",Вакансия опубликована 16.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/programmist-1s~2842538,Молодежная практика,IT
Логопед-дефектолог,Образование и воспитание,от 103 500 тенге,ИП БИСЕНОВА,Вакансия опубликована 15.01.2023,Адреса нет,полный день,Проектная работа,Оказание помощи инвалидам и лицам с ограниченными возможностями здоровья;,https://enbek.kz/ru/vacancy/logoped-defektolog~2850442,Первое рабочее место,
Ассистент бухгалтера,Финансы и бухучет,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""Smart Avtobys Aqtobe""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Работа в программе 1С:Бухгалтерия;,https://enbek.kz/ru/vacancy/assistent-bukhgaltera~2849951,Молодежная практика,Финансы
Помощник юриста,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент юстиции Актюбинской области Министерства юстиции Республики Казахстан""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Проверка соответствия законодательству документов;,https://enbek.kz/ru/vacancy/pomoshchnik-yurista~2849427,Молодежная практика,Юриспруденция
Помощник бухгалтера,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Актюбинская областная территориальная инспекция Комитета ветеринарного контроля и надзора Министерства сельского хозяйства Республики Казахстан""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Учет товарно-материальных ценностей;,https://enbek.kz/ru/vacancy/pomoshchnik-bukhgaltera~2849421,Молодежная практика,Финансы
Бухгалтер-кассир,Финансы и бухучет,от 103 500 тенге,AzizGroup,Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter-kassir~2849343,Первое рабочее место,Финансы
Инженер по информационно-вычислительной системе,IT и телекоммуникации,от 103 500 тенге,"Республиканское государственное учреждение ""Администратор судов по Актюбинской области Департамента по обеспечению деятельности судов при Верховном Суде Республики Казахстан (аппарата Верховного Суда Республики Казахстан)""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Установка и настройка системного и прикладного ПО, необходимого для функционирования ИС;",https://enbek.kz/ru/vacancy/inzhener-po-informacionno-vychislitelnoi-sisteme~2849094,Молодежная практика,IT
Журналист,Маркетинг и СМИ,от 103 500 тенге,"Республиканское государственное учреждение ""Администратор судов по Актюбинской области Департамента по обеспечению деятельности судов при Верховном Суде Республики Казахстан (аппарата Верховного Суда Республики Казахстан)""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,"Анализ потока событий, обработка актуальных событий, написание материала;",https://enbek.kz/ru/vacancy/zhurnalist~2849093,Молодежная практика,Журналистика
Юрист,Юриспруденция,от 103 500 тенге,"Республиканское государственное учреждение ""Администратор судов по Актюбинской области Департамента по обеспечению деятельности судов при Верховном Суде Республики Казахстан (аппарата Верховного Суда Республики Казахстан)""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Обслуживание физических и юридических лиц;,https://enbek.kz/ru/vacancy/yurist~2849092,Молодежная практика,Юриспруденция
Экономист,Финансы и бухучет,от 103 500 тенге,"Государственное учреждение ""Управление внутренней политики Актюбинской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Ведение бухгалтерского учета;,https://enbek.kz/ru/vacancy/ekonomist~2840623,Молодежная практика,Финансы
Оценщик недвижимости,Финансы и бухучет,от 103 500 тенге,ИП Жисов Айбек Кабдушевич,Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,,https://enbek.kz/ru/vacancy/ocenshchik-nedvizhimosti~2833199,Молодежная практика,Финансы
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"Республиканское государственное учреждение ""Департамент Агентства по защите и развитию конкуренции Республики Казахстан по Актюбинской области""",Вакансия опубликована 13.01.2023,Адреса нет,полный день,Проектная работа,Ведение установленных форм учета;,https://enbek.kz/ru/vacancy/bukhgalter~2835658,Молодежная практика,Финансы
